timestamp,pitch,yaw,roll
58020.62,0.136,179.37,6.733
58020.8,0.136,180.075,6.733
58020.98,0.136,179.924,6.733
58021.16,0.136,179.367,6.733
58021.34,0.136,180.074,6.733
58021.53,0.136,179.924,6.733
58021.71,0.136,179.37,6.733
58027.54,0.136,179.921,6.732
58027.72,0.136,179.372,6.732
58027.91,0.136,180.077,6.732
58028.9,0.136,179.921,6.733
58028.27,0.136,179.373,6.733
58028.45,0.136,180.077,6.733
58028.64,0.135,179.922,6.732
58028.82,0.135,179.371,6.732
58031.55,0.134,179.373,6.733
58031.73,0.133,180.078,6.733
58031.92,0.133,179.921,6.733
58032.1,0.133,179.374,6.733
58032.28,0.133,180.078,6.733
58032.46,0.133,179.922,6.732
58032.65,0.133,179.373,6.732
58032.83,0.133,180.077,6.733
58033.1,0.133,179.921,6.732
58033.19,0.132,179.373,6.733
58033.37,0.132,180.076,6.732
58033.56,0.132,179.922,6.732
58034.47,0.133,180.077,6.732
58034.65,0.133,179.921,6.732
58034.83,0.133,179.373,6.732
58035.2,0.133,180.077,6.732
58036.47,0.133,179.372,6.732
58036.66,0.133,180.075,6.732
58036.84,0.134,179.923,6.731
58037.2,0.134,179.371,6.731
58037.2,0.134,180.075,6.731
58037.38,0.133,179.923,6.732
58037.57,0.133,179.369,6.732
58037.75,0.133,180.077,6.732
58037.93,0.133,179.923,6.732
58042.49,0.133,179.371,6.732
58042.67,0.133,180.077,6.731
58042.85,0.133,179.923,6.731
58043.4,0.133,179.371,6.731
58043.22,0.133,180.076,6.732
58043.4,0.133,179.924,6.731
58043.58,0.133,179.369,6.731
58043.76,0.133,180.075,6.731
58043.95,0.133,179.924,6.731
58044.13,0.133,179.369,6.731
58044.31,0.133,180.075,6.731
58044.49,0.133,179.922,6.731
58044.68,0.133,179.372,6.731
58044.86,0.132,180.076,6.731
58045.4,0.132,179.922,6.731
58045.22,0.133,179.372,6.731
58045.41,0.132,180.077,6.731
58045.59,0.132,179.92,6.731
58045.77,0.132,179.373,6.731
58045.95,0.133,180.079,6.731
58046.13,0.133,179.92,6.731
58046.32,0.133,179.374,6.731
58046.5,0.133,180.08,6.731
58046.68,0.133,179.92,6.731
58047.59,0.133,180.079,6.731
58047.77,0.133,179.921,6.731
58047.96,0.133,179.372,6.731
58048.14,0.132,180.079,6.731
58048.32,0.132,179.92,6.732
58048.5,0.133,179.372,6.731
58048.69,0.133,180.078,6.732
58048.87,0.132,179.921,6.731
58049.5,0.132,179.373,6.732
58049.23,0.133,180.078,6.732
58049.42,0.133,179.92,6.732
58049.6,0.133,179.373,6.732
58049.78,0.133,180.078,6.731
58049.96,0.133,179.92,6.732
58051.42,0.134,180.08,6.732
58051.6,0.134,179.919,6.732
58051.79,0.134,179.374,6.732
58051.97,0.134,180.079,6.732
58052.15,0.134,179.92,6.732
58052.33,0.134,179.374,6.732
58052.51,0.134,180.08,6.732
58052.7,0.134,179.92,6.732
58052.88,0.134,179.372,6.732
58053.6,0.134,180.079,6.732
58053.24,0.134,179.92,6.731
58053.43,0.134,179.374,6.731
58053.61,0.134,180.079,6.731
58054.7,0.133,180.079,6.731
58054.88,0.133,179.918,6.731
58055.7,0.133,179.375,6.731
58055.25,0.133,180.079,6.731
58055.43,0.132,179.919,6.731
58055.61,0.132,179.373,6.731
58055.8,0.132,180.08,6.731
58055.98,0.133,179.919,6.731
58056.16,0.132,179.375,6.73
58056.34,0.132,180.081,6.731
58056.52,0.133,179.918,6.73
58056.71,0.132,179.374,6.731
58056.89,0.133,180.08,6.731
58057.7,0.132,179.919,6.731
58057.25,0.133,179.373,6.731
58057.44,0.132,180.079,6.731
58057.62,0.132,179.92,6.731
58057.8,0.132,179.373,6.731
58057.98,0.132,180.077,6.731
58058.17,0.132,179.921,6.731
58058.35,0.132,179.373,6.731
58058.53,0.132,180.079,6.731
58058.71,0.132,179.923,6.732
58064.18,0.132,179.923,6.732
58064.36,0.132,179.37,6.732
58064.54,0.132,180.077,6.732
58064.73,0.133,179.921,6.732
58064.91,0.132,179.369,6.732
58065.9,0.132,180.076,6.732
58065.27,0.132,179.923,6.732
58065.46,0.132,179.37,6.732
58065.64,0.132,180.075,6.732
58065.82,0.133,179.923,6.732
58066.0,0.132,179.369,6.732
58066.19,0.132,180.075,6.732
58066.37,0.132,179.924,6.732
58066.55,0.132,179.368,6.732
58066.73,0.132,180.075,6.732
58066.91,0.133,179.925,6.732
58067.1,0.132,179.368,6.732
58067.28,0.132,180.076,6.732
58067.46,0.132,179.923,6.732
58067.64,0.132,179.371,6.732
58067.83,0.133,180.079,6.732
58068.1,0.133,179.922,6.731
58068.19,0.132,179.371,6.732
58068.37,0.133,180.077,6.731
58068.56,0.133,179.92,6.732
58068.74,0.133,179.371,6.731
58068.92,0.133,180.077,6.731
58069.1,0.133,179.921,6.731
58069.28,0.133,179.372,6.732
58069.47,0.133,180.077,6.731
58069.65,0.133,179.921,6.732
58069.83,0.133,179.372,6.731
58070.1,0.133,180.077,6.732
58070.2,0.133,179.922,6.731
58070.38,0.134,179.371,6.731
58070.56,0.133,180.077,6.732
58070.74,0.134,179.922,6.732
58070.93,0.133,179.37,6.732
58071.11,0.133,180.076,6.732
58071.29,0.133,179.924,6.732
58072.93,0.134,179.922,6.732
58073.11,0.134,179.371,6.732
58073.3,0.134,180.077,6.732
58073.48,0.134,179.923,6.732
58073.66,0.134,179.369,6.732
58073.84,0.134,180.076,6.732
58074.2,0.134,179.921,6.732
58074.21,0.134,179.37,6.732
58074.39,0.134,180.075,6.732
58074.57,0.134,179.923,6.732
58074.75,0.133,179.369,6.732
58074.94,0.133,180.076,6.732
58075.12,0.133,179.923,6.733
58075.3,0.133,179.37,6.732
58075.48,0.133,180.074,6.733
58075.66,0.133,179.925,6.732
58075.85,0.133,179.37,6.732
58076.3,0.134,180.076,6.732
58076.21,0.133,179.923,6.733
58076.39,0.134,179.371,6.733
58076.58,0.133,180.075,6.733
58076.76,0.134,179.925,6.732
58076.94,0.134,179.37,6.733
58077.12,0.134,180.076,6.732
58077.3,0.134,179.925,6.733
58077.49,0.134,179.369,6.733
58077.67,0.134,180.076,6.733
58077.85,0.134,179.924,6.733
58087.51,0.0,0.0,0.0
58087.69,0.0,0.0,0.0
58087.87,0.0,0.0,0.0
58088.6,0.004,0.003,0.003
58088.24,0.004,0.003,0.001
58088.6,0.0,0.002,0.001
58088.79,0.001,0.0,0.001
58088.97,0.001,0.001,0.0
58089.15,0.0,0.0,0.002
58089.33,0.001,0.003,0.0
58089.52,0.001,0.0,0.0
58089.7,0.0,0.001,0.001
58089.88,0.002,0.0,0.0
58090.6,0.0,0.0,0.0
58090.24,0.0,0.0,0.001
58090.43,0.0,0.0,0.0
58090.61,0.0,0.002,0.0
58090.79,0.0,0.003,0.0
58090.97,0.0,0.003,0.003
58091.16,0.001,0.003,0.001
58091.34,0.004,0.005,0.002
