timestamp,pitch,yaw,roll
58020.62,0.26,35.66,3.887
58020.8,0.251,179.83,3.889
58020.98,0.232,176.153,3.884
58021.16,0.257,35.659,3.889
58021.34,0.247,179.829,3.889
58021.53,0.264,176.153,3.89
58021.71,0.251,35.66,3.888
58027.54,0.256,176.151,3.889
58027.72,0.261,35.661,3.892
58027.91,0.246,179.832,3.884
58028.9,0.26,176.151,3.888
58028.27,0.256,35.661,3.885
58028.45,0.252,179.831,3.893
58028.64,0.26,176.151,3.886
58028.82,0.248,35.66,3.891
58031.55,0.249,35.661,3.89
58031.73,0.239,179.833,3.889
58031.92,0.248,176.151,3.893
58032.1,0.251,35.661,3.887
58032.28,0.255,179.832,3.89
58032.46,0.244,176.152,3.893
58032.65,0.251,35.661,3.885
58032.83,0.244,179.831,3.892
58033.1,0.244,176.151,3.887
58033.19,0.233,35.661,3.89
58033.37,0.244,179.831,3.893
58033.56,0.268,176.151,3.887
58034.47,0.25,179.832,3.893
58034.65,0.246,176.151,3.888
58034.83,0.242,35.661,3.893
58035.2,0.251,179.832,3.89
58036.47,0.254,35.661,3.892
58036.66,0.25,179.83,3.887
58036.84,0.251,176.152,3.896
58037.2,0.262,35.661,3.884
58037.2,0.265,179.83,3.891
58037.38,0.257,176.152,3.89
58037.57,0.257,35.66,3.894
58037.75,0.266,179.831,3.889
58037.93,0.256,176.152,3.892
58042.49,0.259,35.66,3.889
58042.67,0.251,179.832,3.89
58042.85,0.253,176.152,3.893
58043.4,0.254,35.661,3.885
58043.22,0.273,179.831,3.891
58043.4,0.25,176.153,3.889
58043.58,0.252,35.66,3.891
58043.76,0.241,179.83,3.89
58043.95,0.269,176.153,3.89
58044.13,0.244,35.66,3.887
58044.31,0.252,179.83,3.892
58044.49,0.249,176.152,3.889
58044.68,0.25,35.661,3.89
58044.86,0.248,179.831,3.889
58045.4,0.265,176.152,3.891
58045.22,0.243,35.661,3.89
58045.41,0.267,179.832,3.889
58045.59,0.237,176.15,3.891
58045.77,0.274,35.661,3.887
58045.95,0.263,179.833,3.889
58046.13,0.251,176.15,3.891
58046.32,0.268,35.661,3.883
58046.5,0.254,179.834,3.889
58046.68,0.246,176.15,3.887
58047.59,0.26,179.834,3.889
58047.77,0.248,176.151,3.883
58047.96,0.257,35.66,3.895
58048.14,0.258,179.833,3.881
58048.32,0.27,176.15,3.892
58048.5,0.261,35.661,3.886
58048.69,0.253,179.833,3.89
