timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
58053.79,-83.0,957.0,-177.0,0.419,-0.699,-0.56
58054.88,-79.0,955.0,-173.0,0.28,-0.699,-0.419
58055.7,-85.0,957.0,-178.0,0.419,-0.769,-0.699
58055.25,-81.0,956.0,-176.0,0.349,-0.769,-0.56
58055.43,-82.0,956.0,-179.0,0.49,-0.699,-0.56
58055.61,-82.0,957.0,-175.0,0.49,-0.769,-0.56
58055.8,-84.0,957.0,-176.0,0.209,-0.699,-0.56
58055.98,-81.0,956.0,-178.0,0.28,-0.769,-0.629
58056.16,-82.0,955.0,-179.0,0.839,-0.699,-0.349
58056.34,-85.0,957.0,-174.0,0.209,-0.699,-0.49
58056.52,-80.0,955.0,-178.0,0.419,-0.699,-0.769
58056.71,-81.0,956.0,-176.0,0.209,-0.699,-0.349
58056.89,-84.0,956.0,-178.0,0.56,-0.699,-0.629
58057.7,-81.0,957.0,-177.0,0.349,-0.769,-0.49
58057.25,-83.0,957.0,-178.0,0.419,-0.629,-0.56
58057.44,-83.0,956.0,-177.0,0.419,-0.769,-0.629
58057.62,-79.0,956.0,-178.0,0.419,-0.769,-0.419
58057.8,-85.0,957.0,-175.0,0.419,-0.629,-0.49
58057.98,-81.0,957.0,-178.0,0.349,-0.91,-0.56
58058.17,-84.0,956.0,-178.0,0.419,-0.699,-0.629
58058.35,-81.0,957.0,-177.0,0.419,-0.839,-0.56
58058.53,-80.0,956.0,-177.0,0.419,-0.629,-0.49
58058.71,-85.0,957.0,-177.0,0.349,-0.699,-0.56
58058.89,-81.0,957.0,-176.0,0.28,-0.699,-0.56
58064.18,-82.0,957.0,-177.0,0.49,-0.769,-0.629
58064.36,-81.0,955.0,-178.0,0.349,-0.769,-0.49
58064.54,-82.0,956.0,-176.0,0.419,-0.699,-0.49
58064.73,-82.0,956.0,-177.0,0.349,-0.629,-0.56
58064.91,-84.0,956.0,-177.0,0.49,-0.56,-0.49
58065.9,-84.0,957.0,-176.0,0.349,-0.769,-0.629
58065.27,-81.0,956.0,-177.0,0.419,-0.769,-0.56
58065.46,-81.0,956.0,-177.0,0.49,-0.839,-0.49
58065.64,-83.0,957.0,-177.0,0.419,-0.769,-0.49
58065.82,-81.0,956.0,-177.0,0.419,-0.839,-0.629
58066.0,-82.0,957.0,-177.0,0.49,-0.699,-0.49
58066.19,-84.0,956.0,-178.0,0.56,-0.629,-0.56
58066.37,-83.0,955.0,-177.0,0.349,-0.699,-0.56
58066.55,-82.0,956.0,-179.0,0.49,-0.56,-0.49
58066.73,-83.0,956.0,-177.0,0.349,-0.769,-0.56
58066.91,-84.0,958.0,-177.0,0.49,-0.769,-0.769
58067.1,-81.0,955.0,-173.0,0.28,-0.629,-0.49
58067.28,-83.0,958.0,-178.0,0.629,-0.769,-0.49
58067.46,-81.0,955.0,-178.0,0.28,-0.91,-0.629
58067.64,-84.0,958.0,-177.0,0.699,-0.629,-0.419
58067.83,-84.0,955.0,-177.0,0.419,-0.699,-0.419
58068.1,-81.0,957.0,-179.0,0.56,-0.769,-0.49
58068.19,-82.0,958.0,-175.0,0.209,-0.769,-0.349
58068.37,-82.0,957.0,-177.0,0.49,-0.629,-0.629
58068.56,-81.0,957.0,-174.0,0.28,-0.769,-0.56
58068.74,-83.0,958.0,-177.0,0.629,-0.699,-0.56
58068.92,-84.0,958.0,-177.0,0.49,-0.839,-0.629
58069.1,-81.0,954.0,-179.0,0.56,-0.699,-0.56
58069.28,-85.0,958.0,-177.0,0.419,-0.699,-0.56
58069.47,-82.0,954.0,-179.0,0.49,-0.839,-0.699
58069.65,-82.0,957.0,-176.0,0.349,-0.699,-0.419
58069.83,-85.0,955.0,-178.0,0.49,-0.699,-0.56
58070.1,-82.0,956.0,-177.0,0.349,-0.839,-0.629
58070.2,-83.0,958.0,-177.0,0.56,-0.56,-0.49
58070.38,-83.0,955.0,-178.0,0.349,-0.769,-0.629
58070.56,-81.0,954.0,-181.0,0.419,-0.839,-0.419
58070.74,-84.0,959.0,-176.0,0.349,-0.769,-0.629
58070.93,-86.0,958.0,-179.0,0.629,-0.629,-0.49
58071.11,-79.0,954.0,-177.0,0.209,-0.629,-0.629
58071.29,-88.0,956.0,-179.0,0.56,-0.699,-0.49
58071.47,-84.0,955.0,-179.0,0.28,-0.769,-0.56
58072.93,-82.0,956.0,-179.0,0.419,-0.839,-0.56
58073.11,-79.0,956.0,-177.0,0.349,-0.839,-0.56
58073.3,-83.0,958.0,-177.0,0.419,-0.629,-0.49
58073.48,-81.0,954.0,-179.0,0.28,-0.769,-0.56
58073.66,-80.0,956.0,-176.0,0.49,-0.699,-0.49
58073.84,-81.0,956.0,-176.0,0.49,-0.769,-0.419
58074.2,-77.0,956.0,-174.0,0.349,-0.769,-0.56
58074.21,-83.0,955.0,-179.0,0.56,-0.629,-0.419
58074.39,-83.0,957.0,-174.0,0.49,-0.91,-0.699
58074.57,-81.0,958.0,-178.0,0.349,-0.629,-0.56
58074.75,-82.0,956.0,-177.0,0.349,-0.699,-0.419
58074.94,-81.0,956.0,-180.0,0.49,-0.769,-0.49
58075.12,-81.0,958.0,-177.0,0.349,-0.699,-0.56
58075.3,-83.0,959.0,-176.0,0.56,-0.769,-0.629
58075.48,-76.0,955.0,-178.0,0.209,-0.769,-0.49
58075.66,-83.0,958.0,-176.0,0.419,-0.769,-0.419
58075.85,-81.0,953.0,-178.0,0.209,-0.769,-0.49
58076.3,-83.0,959.0,-176.0,0.209,-0.699,-0.629
58076.21,-81.0,955.0,-177.0,0.28,-0.56,-0.49
58076.39,-84.0,959.0,-176.0,0.349,-0.839,-0.629
58076.58,-83.0,955.0,-177.0,0.349,-0.839,-0.419
58076.76,-86.0,957.0,-179.0,0.629,-0.839,-0.56
58077.12,-83.0,955.0,-180.0,0.56,-0.699,-0.49
58077.3,-86.0,958.0,-177.0,0.419,-0.769,-0.699
58077.49,-78.0,955.0,-178.0,0.56,-0.839,-0.49
58077.67,-84.0,958.0,-179.0,0.49,-0.629,-0.56
58077.85,-81.0,955.0,-179.0,0.49,-0.91,-0.56
58078.3,-80.0,956.0,-177.0,0.419,-0.839,-0.56
58078.22,-80.0,954.0,-177.0,0.28,-0.699,-0.419
58078.4,-86.0,960.0,-176.0,0.419,-0.699,-0.56
58078.58,-81.0,955.0,-177.0,0.419,-0.839,-0.629
58081.13,-85.0,959.0,-178.0,0.349,-0.56,-0.349
58081.31,-84.0,955.0,-179.0,0.419,-0.91,-0.629
58081.5,-80.0,957.0,-176.0,0.28,-0.839,-0.56
58081.68,-82.0,956.0,-178.0,0.349,-0.629,-0.49
58081.86,-85.0,955.0,-178.0,0.349,-0.769,-0.629
58082.4,-83.0,958.0,-174.0,0.349,-0.769,-0.629
58082.23,-85.0,957.0,-175.0,0.28,-0.769,-0.629
58082.41,-83.0,959.0,-176.0,0.49,-0.91,-0.699
58082.59,-83.0,956.0,-178.0,0.419,-0.699,-0.419
58082.77,-85.0,957.0,-176.0,0.56,-0.839,-0.56
58082.95,-81.0,956.0,-174.0,0.349,-0.769,-0.56
58083.14,-83.0,957.0,-176.0,0.419,-0.769,-0.49
58083.32,-80.0,955.0,-177.0,0.349,-0.839,-0.629
58083.5,-79.0,956.0,-176.0,0.419,-0.629,-0.349
58083.68,-86.0,955.0,-176.0,0.419,-0.699,-0.629
58083.87,-83.0,958.0,-175.0,0.28,-0.91,-0.91
58084.5,-79.0,958.0,-175.0,0.56,-0.49,-0.28
58084.23,-89.0,960.0,-176.0,0.349,-0.91,-0.699
58084.41,-79.0,955.0,-176.0,0.349,-0.769,-0.56
58084.59,-84.0,960.0,-174.0,0.419,-0.56,-0.349
58084.78,-84.0,957.0,-175.0,0.419,-0.839,-0.629
58084.96,-80.0,955.0,-178.0,0.49,-0.699,-0.49
58085.14,-81.0,958.0,-175.0,0.419,-0.629,-0.419
58085.32,-83.0,956.0,-177.0,0.349,-0.769,-0.56
58085.51,-81.0,956.0,-177.0,0.419,-0.769,-0.49
58085.69,-84.0,957.0,-176.0,0.49,-0.699,-0.349
58085.87,-82.0,957.0,-176.0,0.349,-0.769,-0.629
58086.5,-80.0,956.0,-177.0,0.49,-0.699,-0.349
58086.23,-83.0,957.0,-174.0,0.419,-0.699,-0.49
58086.42,-80.0,955.0,-176.0,0.349,-0.769,-0.49
58086.6,-80.0,957.0,-176.0,0.419,-0.769,-0.56
58086.78,-81.0,956.0,-176.0,0.419,-0.769,-0.49
58086.96,-82.0,958.0,-176.0,0.349,-0.91,-0.629
58087.15,-79.0,956.0,-176.0,0.419,-0.699,-0.49
58087.33,-85.0,957.0,-178.0,0.49,-0.769,-0.56
58087.51,-83.0,957.0,-176.0,0.49,-0.91,-0.699
58087.69,-82.0,956.0,-178.0,0.49,-0.769,-0.56
58087.87,-84.0,956.0,-177.0,0.349,-0.629,-0.419
58088.6,-82.0,956.0,-177.0,0.419,-0.699,-0.56
58088.24,-82.0,956.0,-177.0,0.419,-0.769,-0.49
58088.42,-83.0,957.0,-176.0,0.349,-0.769,-0.56
58088.79,-82.0,956.0,-179.0,0.49,-0.769,-0.56
58088.97,-83.0,957.0,-175.0,0.49,-0.839,-0.629
58089.15,-84.0,956.0,-178.0,0.419,-0.91,-0.56
58089.33,-81.0,955.0,-177.0,0.419,-0.699,-0.56
58089.52,-85.0,957.0,-177.0,0.419,-0.839,-0.56
58089.7,-82.0,957.0,-177.0,0.28,-0.839,-0.629
58089.88,-81.0,956.0,-177.0,0.419,-0.629,-0.419
58090.6,-84.0,957.0,-176.0,0.419,-0.769,-0.56
58090.24,-83.0,958.0,-177.0,0.349,-0.839,-0.629
58090.43,-80.0,955.0,-178.0,0.56,-0.699,-0.56
58090.61,-83.0,958.0,-176.0,0.349,-0.769,-0.49
58090.79,-84.0,957.0,-176.0,0.56,-0.769,-0.49
58090.97,-80.0,956.0,-178.0,0.349,-0.769,-0.49
58091.16,-82.0,958.0,-175.0,0.49,-0.769,-0.419
58091.34,-82.0,957.0,-177.0,0.419,-0.839,-0.56
58091.52,-82.0,957.0,-176.0,0.419,-0.769,-0.49
58091.7,-83.0,956.0,-177.0,0.419,-0.699,-0.629
58091.88,-84.0,957.0,-177.0,0.49,-0.839,-0.56
58092.7,-82.0,957.0,-175.0,0.49,-0.839,-0.629
58092.25,-83.0,957.0,-176.0,0.49,-0.839,-0.419
58092.43,-81.0,958.0,-175.0,0.419,-0.699,-0.629
58092.61,-82.0,956.0,-177.0,0.419,-0.769,-0.56
58092.8,-83.0,957.0,-174.0,0.349,-0.629,-0.49
58092.98,-85.0,957.0,-176.0,0.349,-0.769,-0.629
58093.16,-83.0,958.0,-175.0,0.28,-0.839,-0.629
58093.34,-80.0,956.0,-176.0,0.419,-0.769,-0.49
58093.52,-85.0,956.0,-176.0,0.419,-0.769,-0.49
58093.71,-83.0,956.0,-176.0,0.419,-0.769,-0.49
58093.89,-84.0,957.0,-178.0,0.49,-0.839,-0.629
58094.7,-77.0,955.0,-177.0,0.49,-0.839,-0.49
58094.25,-83.0,956.0,-177.0,0.349,-0.699,-0.49
58094.44,-81.0,955.0,-176.0,0.28,-0.839,-0.629
58094.62,-82.0,956.0,-178.0,0.349,-0.769,-0.49
58094.8,-82.0,957.0,-176.0,0.349,-0.769,-0.49
58094.98,-85.0,957.0,-177.0,0.28,-0.839,-0.629
58095.17,-81.0,956.0,-177.0,0.349,-0.769,-0.49
58095.35,-83.0,957.0,-177.0,0.419,-0.699,-0.49
58095.53,-84.0,955.0,-177.0,0.349,-0.769,-0.56
58095.71,-82.0,957.0,-176.0,0.419,-0.699,-0.49
58095.89,-83.0,957.0,-177.0,0.349,-0.769,-0.56
58096.8,-83.0,958.0,-177.0,0.349,-0.769,-0.629
58096.26,-81.0,955.0,-178.0,0.49,-0.699,-0.49
58096.44,-83.0,957.0,-177.0,0.49,-0.839,-0.629
58096.62,-83.0,956.0,-176.0,0.419,-0.699,-0.56
58096.81,-83.0,957.0,-177.0,0.349,-0.769,-0.629
58096.99,-82.0,958.0,-177.0,0.56,-0.839,-0.629
58097.17,-80.0,956.0,-180.0,0.49,-0.769,-0.56
58097.35,-85.0,957.0,-175.0,0.349,-0.839,-0.56
58097.53,-81.0,956.0,-179.0,0.419,-0.769,-0.699
58097.72,-82.0,956.0,-176.0,0.349,-0.769,-0.49
58097.9,-85.0,958.0,-178.0,0.349,-0.699,-0.56
58098.8,-82.0,957.0,-175.0,0.349,-0.839,-0.56
58098.26,-82.0,958.0,-177.0,0.349,-0.699,-0.49
58098.45,-83.0,956.0,-176.0,0.349,-0.769,-0.629
58098.63,-81.0,956.0,-175.0,0.419,-0.839,-0.56
58098.81,-82.0,956.0,-173.0,0.28,-0.699,-0.419
58098.99,-86.0,958.0,-178.0,0.419,-0.769,-0.629
58099.17,-78.0,955.0,-176.0,0.56,-0.839,-0.419
58100.63,-82.0,957.0,-176.0,0.419,-0.839,-0.629
58100.81,-81.0,957.0,-176.0,0.49,-0.629,-0.56
58101.0,-85.0,957.0,-177.0,0.419,-0.699,-0.56
58101.18,-82.0,957.0,-177.0,0.419,-0.769,-0.629
58101.36,-82.0,957.0,-175.0,0.419,-0.699,-0.419
58101.54,-84.0,956.0,-180.0,0.419,-0.769,-0.56
58101.73,-82.0,956.0,-176.0,0.419,-0.839,-0.629
58101.91,-84.0,956.0,-178.0,0.49,-0.699,-0.56
58102.9,-80.0,956.0,-176.0,0.419,-0.699,-0.629
58102.27,-81.0,956.0,-179.0,0.419,-0.769,-0.56
58102.46,-83.0,958.0,-176.0,0.419,-0.839,-0.56
58102.64,-84.0,958.0,-178.0,0.209,-0.839,-0.49
58102.82,-82.0,958.0,-178.0,0.349,-0.769,-0.629
58103.0,-82.0,956.0,-176.0,0.56,-0.839,-0.56
58103.18,-86.0,956.0,-177.0,0.349,-0.769,-0.629
58103.37,-81.0,958.0,-178.0,0.56,-0.98,-0.49
58103.55,-85.0,956.0,-170.0,0.14,-0.839,-0.419
58103.73,-82.0,956.0,-182.0,0.419,-0.629,-0.699
58103.91,-80.0,956.0,-176.0,0.349,-0.98,-0.419
58104.1,-81.0,957.0,-176.0,0.56,-0.769,-0.629
58104.28,-83.0,957.0,-176.0,0.28,-0.769,-0.419
58104.46,-79.0,958.0,-178.0,0.56,-0.56,-0.629
58104.64,-89.0,957.0,-176.0,0.28,-0.699,-0.49
58105.1,-76.0,956.0,-178.0,0.629,-0.629,-0.28
58105.19,-89.0,956.0,-177.0,0.49,-0.769,-0.699
58105.37,-78.0,956.0,-179.0,0.49,-0.699,-0.629
58105.55,-84.0,957.0,-176.0,0.49,-0.769,-0.419
58105.74,-82.0,956.0,-177.0,0.349,-0.699,-0.56
58105.92,-80.0,955.0,-177.0,0.419,-0.629,-0.419
58106.1,-83.0,957.0,-175.0,0.349,-0.769,-0.56
58106.28,-80.0,956.0,-178.0,0.419,-0.699,-0.629
58106.46,-81.0,956.0,-175.0,0.419,-0.769,-0.49
58106.65,-82.0,956.0,-178.0,0.419,-0.769,-0.56
58106.83,-83.0,957.0,-175.0,0.419,-0.769,-0.49
58107.1,-82.0,957.0,-178.0,0.49,-0.699,-0.56
58107.19,-83.0,956.0,-176.0,0.349,-0.699,-0.56
58107.38,-81.0,957.0,-176.0,0.49,-0.699,-0.56
58107.56,-84.0,957.0,-176.0,0.49,-0.769,-0.419
58107.74,-83.0,956.0,-177.0,0.349,-0.769,-0.629
58107.92,-81.0,957.0,-175.0,0.349,-0.839,-0.56
58108.1,-82.0,955.0,-178.0,0.349,-0.699,-0.49
58108.29,-82.0,956.0,-177.0,0.49,-0.839,-0.56
58108.47,-79.0,956.0,-175.0,0.349,-0.769,-0.56
58108.65,-82.0,957.0,-176.0,0.349,-0.699,-0.56
58108.83,-81.0,953.0,-177.0,0.419,-0.699,-0.49
58109.2,-90.0,960.0,-171.0,0.28,-0.91,-0.56
58109.38,-97.0,967.0,-172.0,0.769,-1.889,-1.539
58109.56,-61.0,950.0,-182.0,0.07,0.28,0.56
58109.74,-106.0,965.0,-171.0,0.91,-1.47,-1.399
58109.93,-61.0,951.0,-181.0,0.07,-0.56,-0.14
58110.11,-89.0,958.0,-173.0,0.699,-0.629,-0.56
58110.29,-84.0,955.0,-181.0,0.769,-0.91,-0.629
58110.47,-81.0,956.0,-172.0,0.28,-0.91,-0.629
58110.66,-83.0,957.0,-182.0,0.629,-0.419,-0.49
58110.84,-81.0,955.0,-175.0,0.14,-0.839,-0.56
58111.2,-84.0,957.0,-181.0,0.629,-0.629,-0.49
58111.2,-81.0,957.0,-176.0,0.209,-0.91,-0.629
58111.39,-81.0,957.0,-177.0,0.49,-0.699,-0.49
58111.57,-83.0,958.0,-177.0,0.349,-0.699,-0.629
58111.75,-84.0,956.0,-179.0,0.56,-0.839,-0.56
58111.93,-80.0,955.0,-176.0,0.419,-0.839,-0.56
58112.11,-84.0,957.0,-177.0,0.419,-0.629,-0.49
58112.3,-83.0,957.0,-179.0,0.349,-0.769,-0.699
58112.48,-80.0,957.0,-178.0,0.49,-0.699,-0.49
58112.66,-85.0,957.0,-176.0,0.349,-0.699,-0.49
58112.84,-82.0,957.0,-175.0,0.28,-0.699,-0.629
58113.3,-81.0,956.0,-178.0,0.419,-0.699,-0.49
58113.21,-82.0,957.0,-178.0,0.349,-0.91,-0.49
58113.39,-83.0,956.0,-178.0,0.419,-0.769,-0.49
58113.57,-83.0,957.0,-179.0,0.349,-0.699,-0.56
58113.75,-82.0,956.0,-177.0,0.419,-0.769,-0.49
58113.94,-84.0,957.0,-179.0,0.419,-0.699,-0.629
58114.12,-81.0,956.0,-178.0,0.419,-0.839,-0.49
58114.3,-84.0,957.0,-177.0,0.419,-0.769,-0.56
58114.48,-82.0,956.0,-178.0,0.349,-0.629,-0.629
58114.67,-82.0,957.0,-179.0,0.419,-0.769,-0.49
58114.85,-82.0,956.0,-176.0,0.419,-0.839,-0.56
58115.3,-82.0,957.0,-177.0,0.349,-0.839,-0.56
58115.21,-81.0,957.0,-176.0,0.419,-0.839,-0.56
58115.39,-82.0,955.0,-178.0,0.49,-0.699,-0.56
58115.58,-82.0,957.0,-175.0,0.349,-0.839,-0.56
58115.76,-82.0,957.0,-177.0,0.49,-0.629,-0.56
58115.94,-83.0,956.0,-177.0,0.419,-0.839,-0.56
58116.12,-84.0,956.0,-177.0,0.49,-0.699,-0.49
58116.31,-83.0,956.0,-177.0,0.419,-0.699,-0.56
58116.49,-83.0,957.0,-177.0,0.349,-0.699,-0.56
58116.67,-83.0,957.0,-178.0,0.49,-0.769,-0.629
58116.85,-82.0,956.0,-176.0,0.419,-0.769,-0.56
58117.3,-84.0,956.0,-177.0,0.49,-0.769,-0.56
58117.22,-83.0,956.0,-178.0,0.349,-0.699,-0.56
58117.4,-81.0,956.0,-177.0,0.49,-0.699,-0.56
58117.58,-83.0,956.0,-178.0,0.419,-0.699,-0.419
58117.76,-82.0,955.0,-178.0,0.349,-0.769,-0.56
58117.95,-82.0,957.0,-177.0,0.349,-0.769,-0.629
58118.13,-82.0,956.0,-177.0,0.349,-0.699,-0.629
58118.31,-83.0,956.0,-176.0,0.419,-0.699,-0.49
58118.49,-82.0,956.0,-176.0,0.49,-0.699,-0.49
58118.68,-82.0,957.0,-175.0,0.419,-0.769,-0.49
58118.86,-82.0,956.0,-177.0,0.419,-0.839,-0.56
58119.4,-82.0,957.0,-176.0,0.419,-0.769,-0.49
58119.22,-84.0,958.0,-176.0,0.349,-0.769,-0.56
58119.4,-81.0,956.0,-176.0,0.419,-0.699,-0.49
58119.59,-82.0,955.0,-175.0,0.419,-0.769,-0.56
58119.77,-82.0,956.0,-176.0,0.349,-0.769,-0.629
58119.95,-81.0,956.0,-175.0,0.419,-0.769,-0.49
58120.13,-83.0,956.0,-175.0,0.349,-0.699,-0.49
58128.7,-85.0,957.0,-175.0,0.56,-0.769,-0.49
58128.88,-81.0,957.0,-175.0,0.209,-0.91,-0.699
58129.6,-80.0,955.0,-178.0,0.49,-0.769,-0.349
58129.24,-86.0,957.0,-179.0,0.419,-0.839,-0.699
58129.43,-82.0,956.0,-176.0,0.419,-0.839,-0.49
58129.61,-84.0,958.0,-176.0,0.49,-0.839,-0.56
58129.79,-81.0,956.0,-175.0,0.349,-0.629,-0.56
58129.97,-82.0,957.0,-177.0,0.49,-0.629,-0.419
58130.16,-82.0,956.0,-176.0,0.28,-0.699,-0.629
58130.34,-83.0,957.0,-177.0,0.49,-0.769,-0.56
58130.52,-82.0,957.0,-175.0,0.349,-0.769,-0.56
58140.91,-82.0,957.0,-177.0,0.56,-0.839,-0.49
58141.9,-84.0,957.0,-175.0,0.349,-0.839,-0.49
58141.27,-82.0,957.0,-177.0,0.49,-0.699,-0.629
58141.45,-82.0,957.0,-174.0,0.419,-0.98,-0.49
58141.64,-78.0,957.0,-177.0,0.349,-0.629,-0.49
58141.82,-89.0,956.0,-178.0,0.28,-0.699,-0.49
58142.0,-77.0,958.0,-177.0,0.419,-0.91,-0.91
58142.18,-86.0,957.0,-180.0,0.56,-0.629,-0.28
58142.37,-77.0,955.0,-173.0,0.349,-0.91,-0.699
58142.55,-84.0,958.0,-180.0,0.419,-0.629,-0.419
58142.73,-80.0,957.0,-175.0,0.56,-0.769,-0.699
58142.91,-85.0,959.0,-176.0,0.349,-0.91,-0.56
58143.82,-84.0,957.0,-176.0,0.49,-0.769,-0.49
58144.1,-81.0,956.0,-177.0,0.419,-0.629,-0.49
58144.19,-82.0,958.0,-180.0,0.419,-0.769,-0.56
58144.37,-80.0,956.0,-176.0,0.49,-0.839,-0.629
