timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
5655.5,-77.0,958.0,-171.0,0.28,-0.769,-0.699
5655.68,-75.0,958.0,-174.0,0.349,-0.629,-0.49
5655.87,-78.0,958.0,-172.0,0.419,-0.699,-0.49
5656.5,-77.0,958.0,-173.0,0.349,-0.839,-0.56
5656.23,-77.0,957.0,-175.0,0.49,-0.769,-0.49
5656.41,-78.0,957.0,-176.0,0.419,-0.699,-0.49
5656.6,-79.0,957.0,-173.0,0.49,-0.769,-0.629
5656.78,-78.0,956.0,-176.0,0.56,-0.839,-0.49
5657.33,-76.0,957.0,-174.0,0.419,-0.699,-0.699
5657.51,-76.0,958.0,-173.0,0.349,-0.699,-0.49
5657.69,-75.0,959.0,-174.0,0.49,-0.91,-0.56
5657.87,-78.0,958.0,-169.0,0.419,-0.699,-0.56
5658.5,-77.0,958.0,-173.0,0.209,-0.699,-0.629
5658.24,-75.0,957.0,-173.0,0.419,-0.769,-0.56
5658.42,-76.0,958.0,-174.0,0.349,-0.839,-0.56
5658.6,-77.0,957.0,-172.0,0.349,-0.699,-0.419
5658.78,-77.0,958.0,-175.0,0.419,-0.769,-0.629
5658.97,-77.0,958.0,-174.0,0.419,-0.839,-0.49
5662.25,-77.0,957.0,-173.0,0.349,-0.839,-0.56
5662.43,-78.0,958.0,-173.0,0.349,-0.699,-0.56
5662.61,-77.0,958.0,-173.0,0.28,-0.769,-0.56
5662.79,-79.0,958.0,-173.0,0.349,-0.769,-0.49
5662.98,-77.0,959.0,-174.0,0.349,-0.769,-0.629
5663.16,-77.0,958.0,-173.0,0.419,-0.629,-0.56
5663.34,-79.0,958.0,-173.0,0.56,-0.769,-0.629
5663.52,-75.0,957.0,-174.0,0.349,-0.839,-0.49
5663.71,-79.0,960.0,-172.0,0.56,-0.769,-0.56
5663.89,-76.0,957.0,-177.0,0.419,-0.769,-0.56
5666.62,-77.0,957.0,-173.0,0.349,-0.699,-0.629
5666.81,-76.0,959.0,-173.0,0.419,-0.699,-0.49
5666.99,-78.0,959.0,-174.0,0.419,-0.839,-0.629
5667.17,-80.0,958.0,-173.0,0.49,-0.699,-0.49
5667.35,-77.0,958.0,-174.0,0.419,-0.839,-0.629
5667.53,-76.0,958.0,-174.0,0.419,-0.769,-0.419
5667.72,-78.0,957.0,-174.0,0.49,-0.769,-0.56
5667.9,-76.0,958.0,-175.0,0.349,-0.769,-0.49
5668.8,-78.0,957.0,-175.0,0.629,-0.629,-0.49
5668.26,-77.0,958.0,-171.0,0.209,-0.839,-0.629
5668.45,-77.0,958.0,-176.0,0.419,-0.629,-0.49
5668.63,-78.0,958.0,-172.0,0.419,-0.839,-0.56
5668.81,-78.0,957.0,-173.0,0.349,-0.769,-0.56
5668.99,-78.0,959.0,-174.0,0.349,-0.769,-0.56
5669.36,-78.0,959.0,-172.0,0.419,-0.769,-0.56
5669.54,-77.0,958.0,-171.0,0.419,-0.769,-0.56
5669.72,-79.0,959.0,-174.0,0.28,-0.91,-0.629
5669.9,-75.0,956.0,-173.0,0.56,-0.699,-0.49
5670.9,-80.0,956.0,-174.0,0.49,-0.769,-0.56
5670.27,-77.0,958.0,-172.0,0.419,-0.839,-0.629
5670.45,-76.0,957.0,-175.0,0.419,-0.769,-0.49
5670.63,-77.0,957.0,-171.0,0.419,-0.769,-0.49
5670.82,-79.0,956.0,-176.0,0.56,-0.839,-0.49
5671.0,-74.0,955.0,-171.0,0.49,-0.699,-0.49
5671.91,-75.0,958.0,-175.0,0.49,-0.769,-0.56
5672.9,-76.0,957.0,-172.0,0.28,-0.769,-0.49
5672.27,-78.0,958.0,-174.0,0.419,-0.699,-0.56
5672.46,-76.0,958.0,-174.0,0.419,-0.839,-0.56
5672.64,-78.0,959.0,-173.0,0.49,-0.629,-0.49
5672.82,-77.0,957.0,-174.0,0.419,-0.769,-0.56
5673.0,-78.0,958.0,-173.0,0.349,-0.769,-0.49
5673.19,-77.0,959.0,-174.0,0.349,-0.699,-0.629
5673.37,-75.0,958.0,-174.0,0.28,-0.769,-0.56
5673.55,-77.0,959.0,-172.0,0.209,-0.769,-0.56
5673.73,-78.0,957.0,-174.0,0.349,-0.629,-0.629
5673.91,-77.0,957.0,-175.0,0.349,-0.769,-0.49
5674.1,-77.0,957.0,-170.0,0.419,-0.769,-0.629
5674.28,-78.0,959.0,-173.0,0.419,-0.699,-0.56
5674.46,-78.0,957.0,-173.0,0.49,-0.769,-0.49
5674.64,-77.0,959.0,-175.0,0.56,-0.629,-0.629
5674.83,-78.0,958.0,-173.0,0.419,-0.629,-0.49
5675.1,-77.0,958.0,-174.0,0.419,-0.699,-0.629
5675.19,-77.0,959.0,-175.0,0.56,-0.769,-0.56
5675.37,-77.0,957.0,-173.0,0.419,-0.769,-0.49
5676.1,-79.0,959.0,-172.0,0.419,-0.769,-0.56
5676.28,-75.0,957.0,-175.0,0.419,-0.699,-0.56
5676.47,-79.0,958.0,-174.0,0.56,-0.769,-0.49
5676.65,-79.0,956.0,-174.0,0.28,-0.839,-0.56
5678.47,-77.0,957.0,-173.0,0.419,-0.839,-0.629
5679.2,-79.0,957.0,-173.0,0.49,-0.699,-0.49
5679.38,-80.0,958.0,-175.0,0.49,-0.839,-0.56
5679.57,-76.0,956.0,-174.0,0.419,-0.629,-0.699
5680.84,-77.0,959.0,-175.0,0.349,-0.839,-0.629
5681.2,-78.0,958.0,-172.0,0.49,-0.56,-0.419
5681.21,-79.0,959.0,-174.0,0.28,-0.699,-0.629
5681.39,-75.0,957.0,-173.0,0.49,-0.699,-0.56
5681.57,-77.0,958.0,-173.0,0.419,-0.699,-0.419
5681.75,-79.0,958.0,-173.0,0.49,-0.699,-0.56
5681.94,-77.0,955.0,-175.0,0.419,-0.699,-0.56
5682.12,-77.0,958.0,-171.0,0.28,-0.699,-0.699
5682.3,-79.0,959.0,-177.0,0.419,-0.629,-0.56
5682.48,-76.0,957.0,-172.0,0.28,-0.91,-0.49
5682.66,-79.0,958.0,-173.0,0.49,-0.769,-0.56
5682.85,-78.0,957.0,-172.0,0.28,-0.699,-0.56
5683.3,-74.0,957.0,-175.0,0.419,-0.699,-0.56
5683.21,-78.0,958.0,-173.0,0.49,-0.839,-0.49
5683.39,-78.0,957.0,-175.0,0.419,-0.769,-0.49
5683.58,-79.0,959.0,-172.0,0.28,-0.769,-0.769
5683.76,-75.0,956.0,-176.0,0.349,-0.629,-0.419
5683.94,-78.0,957.0,-174.0,0.56,-0.98,-0.56
5684.12,-76.0,959.0,-171.0,0.28,-0.769,-0.49
5684.31,-79.0,959.0,-173.0,0.349,-0.769,-0.56
5684.49,-76.0,957.0,-174.0,0.349,-0.699,-0.49
5684.67,-79.0,958.0,-174.0,0.56,-0.91,-0.56
5684.85,-76.0,958.0,-171.0,0.419,-0.699,-0.49
5685.3,-78.0,958.0,-174.0,0.349,-0.699,-0.49
5685.22,-78.0,957.0,-175.0,0.419,-0.769,-0.629
5685.4,-75.0,957.0,-173.0,0.419,-0.699,-0.49
5685.58,-79.0,958.0,-175.0,0.349,-0.699,-0.56
5685.76,-77.0,957.0,-173.0,0.349,-0.839,-0.629
5685.95,-75.0,957.0,-174.0,0.419,-0.699,-0.49
5686.13,-78.0,958.0,-173.0,0.56,-0.699,-0.56
5686.31,-77.0,958.0,-172.0,0.28,-0.769,-0.49
5686.49,-77.0,957.0,-174.0,0.419,-0.629,-0.56
5686.68,-78.0,958.0,-173.0,0.629,-0.769,-0.56
5686.86,-75.0,957.0,-173.0,0.49,-0.769,-0.56
5687.4,-77.0,958.0,-173.0,0.49,-0.769,-0.419
5687.22,-78.0,958.0,-173.0,0.419,-0.769,-0.56
5687.4,-76.0,958.0,-174.0,0.56,-0.699,-0.49
5687.59,-80.0,959.0,-174.0,0.49,-0.629,-0.56
5687.77,-76.0,957.0,-173.0,0.49,-0.839,-0.56
5687.77,-78.0,958.0,-174.0,0.419,-0.699,-0.56
5689.77,-79.0,958.0,-173.0,0.349,-0.699,-0.56
5689.96,-76.0,958.0,-173.0,0.419,-0.769,-0.56
5690.14,-80.0,957.0,-172.0,0.419,-0.699,-0.629
5690.32,-79.0,958.0,-172.0,0.349,-0.699,-0.419
5690.5,-79.0,958.0,-175.0,0.56,-0.769,-0.56
5690.69,-76.0,958.0,-173.0,0.419,-0.699,-0.56
5690.87,-78.0,958.0,-173.0,0.349,-0.699,-0.49
5691.5,-79.0,956.0,-174.0,0.56,-0.699,-0.56
5691.23,-75.0,956.0,-172.0,0.349,-0.839,-0.49
5691.42,-76.0,958.0,-174.0,0.349,-0.769,-0.56
5691.6,-77.0,957.0,-174.0,0.49,-0.699,-0.56
5691.78,-78.0,957.0,-174.0,0.349,-0.839,-0.699
5691.96,-76.0,957.0,-173.0,0.419,-0.769,-0.56
5692.14,-78.0,958.0,-173.0,0.28,-0.56,-0.49
5692.51,-75.0,958.0,-171.0,0.419,-0.769,-0.419
5692.69,-77.0,958.0,-178.0,0.49,-0.769,-0.419
5692.87,-78.0,958.0,-167.0,0.419,-0.91,-0.56
5693.6,-75.0,957.0,-176.0,0.28,-0.699,-0.349
5693.24,-76.0,956.0,-175.0,0.49,-0.769,-0.629
5693.42,-77.0,958.0,-175.0,0.419,-0.91,-0.49
5693.6,-76.0,956.0,-171.0,0.419,-0.629,-0.419
5693.79,-79.0,958.0,-173.0,0.56,-0.699,-0.629
5693.97,-75.0,958.0,-172.0,0.28,-0.839,-0.629
5694.15,-74.0,956.0,-173.0,0.419,-0.629,-0.349
5694.33,-78.0,960.0,-175.0,0.28,-0.91,-0.56
5694.51,-78.0,957.0,-175.0,0.56,-0.769,-0.419
5694.7,-77.0,957.0,-174.0,0.419,-0.699,-0.56
5694.88,-76.0,957.0,-173.0,0.349,-0.839,-0.629
5695.6,-76.0,957.0,-176.0,0.56,-0.699,-0.49
5695.24,-77.0,958.0,-174.0,0.28,-0.91,-0.49
5695.43,-75.0,957.0,-176.0,0.349,-0.839,-0.629
5695.61,-77.0,958.0,-175.0,0.349,-0.629,-0.419
5695.79,-79.0,957.0,-175.0,0.49,-0.769,-0.629
5695.97,-75.0,957.0,-176.0,0.349,-0.769,-0.49
5696.16,-79.0,958.0,-175.0,0.349,-0.699,-0.49
5696.34,-76.0,959.0,-175.0,0.419,-0.699,-0.629
5697.25,-77.0,958.0,-173.0,0.49,-0.769,-0.56
5697.43,-77.0,958.0,-173.0,0.349,-0.769,-0.49
5697.61,-77.0,957.0,-174.0,0.49,-0.629,-0.419
5697.8,-78.0,958.0,-174.0,0.419,-0.769,-0.56
5697.98,-76.0,957.0,-174.0,0.419,-0.769,-0.56
5698.16,-77.0,958.0,-174.0,0.349,-0.769,-0.49
5698.34,-76.0,957.0,-173.0,0.629,-0.699,-0.56
5698.53,-78.0,957.0,-175.0,0.419,-0.699,-0.56
5698.71,-75.0,957.0,-173.0,0.419,-0.699,-0.49
5698.89,-78.0,957.0,-175.0,0.49,-0.629,-0.56
5699.7,-75.0,956.0,-172.0,0.349,-0.769,-0.56
5701.81,-77.0,958.0,-174.0,0.49,-0.769,-0.49
5701.99,-75.0,956.0,-170.0,0.419,-0.629,-0.419
5702.17,-80.0,959.0,-172.0,0.28,-0.769,-0.629
5702.35,-76.0,958.0,-175.0,0.629,-0.56,-0.56
5702.54,-78.0,957.0,-174.0,0.349,-0.91,-0.419
5702.72,-77.0,959.0,-174.0,0.629,-0.699,-0.49
5702.9,-76.0,955.0,-173.0,0.419,-0.699,-0.49
5703.8,-76.0,958.0,-179.0,0.28,-0.769,-0.629
5703.27,-75.0,957.0,-174.0,0.56,-0.839,-0.49
5703.45,-77.0,957.0,-172.0,0.14,-0.98,-0.349
5705.45,-78.0,958.0,-174.0,0.629,-0.56,-0.56
5705.64,-78.0,958.0,-170.0,0.07,-0.699,-0.56
5705.82,-76.0,958.0,-177.0,0.629,-0.91,-0.629
5706.0,-73.0,956.0,-170.0,0.349,-0.699,-0.28
5706.18,-80.0,962.0,-172.0,0.209,-0.98,-0.56
5706.37,-75.0,955.0,-174.0,0.349,-0.769,-0.49
5706.55,-76.0,959.0,-173.0,0.349,-0.629,-0.49
5706.73,-79.0,957.0,-173.0,0.349,-0.699,-0.56
5706.91,-78.0,958.0,-173.0,0.629,-0.769,-0.56
5707.9,-76.0,957.0,-174.0,0.28,-0.629,-0.49
5707.28,-76.0,959.0,-173.0,0.49,-0.839,-0.49
5708.55,-75.0,958.0,-173.0,0.419,-0.769,-0.49
5708.74,-76.0,959.0,-174.0,0.629,-0.699,-0.56
5708.92,-78.0,958.0,-171.0,0.419,-0.769,-0.419
5709.1,-76.0,957.0,-176.0,0.419,-0.769,-0.699
5709.28,-78.0,958.0,-173.0,0.419,-0.839,-0.56
5709.46,-78.0,957.0,-174.0,0.49,-0.769,-0.56
5709.65,-77.0,958.0,-173.0,0.419,-0.699,-0.56
5709.83,-78.0,958.0,-174.0,0.49,-0.629,-0.56
5710.1,-76.0,956.0,-173.0,0.419,-0.699,-0.56
5710.19,-80.0,958.0,-174.0,0.349,-0.699,-0.56
5710.38,-75.0,958.0,-175.0,0.419,-0.699,-0.49
5710.56,-77.0,959.0,-171.0,0.629,-0.629,-0.49
5710.74,-76.0,958.0,-173.0,0.28,-0.769,-0.49
5710.92,-78.0,960.0,-171.0,0.419,-0.629,-0.49
5711.1,-78.0,959.0,-172.0,0.419,-0.769,-0.49
5711.29,-76.0,958.0,-170.0,0.209,-0.839,-0.49
5711.47,-77.0,959.0,-176.0,0.349,-0.629,-0.419
5711.65,-77.0,957.0,-172.0,0.349,-0.699,-0.49
5711.83,-77.0,957.0,-172.0,0.349,-0.769,-0.56
5712.2,-76.0,959.0,-174.0,0.349,-0.699,-0.49
5712.2,-78.0,958.0,-172.0,0.419,-0.98,-0.56
5712.38,-76.0,957.0,-174.0,0.49,-0.699,-0.49
5712.56,-77.0,957.0,-176.0,0.49,-0.839,-0.419
5713.84,-77.0,957.0,-172.0,0.49,-0.839,-0.419
5714.2,-77.0,957.0,-173.0,0.28,-0.839,-0.49
5714.2,-78.0,958.0,-174.0,0.56,-0.699,-0.49
5714.39,-77.0,958.0,-173.0,0.419,-0.839,-0.629
5714.57,-75.0,957.0,-173.0,0.349,-0.629,-0.49
5714.75,-82.0,959.0,-172.0,0.419,-0.91,-0.629
5714.93,-75.0,957.0,-174.0,0.209,-0.699,-0.49
5715.12,-79.0,958.0,-175.0,0.56,-0.699,-0.56
5715.3,-78.0,958.0,-172.0,0.209,-0.839,-0.49
5715.48,-76.0,957.0,-175.0,0.56,-0.629,-0.629
5715.66,-77.0,958.0,-171.0,0.419,-0.98,-0.49
5715.84,-76.0,959.0,-174.0,0.419,-0.769,-0.49
5716.3,-77.0,958.0,-172.0,0.49,-0.699,-0.629
5716.21,-78.0,958.0,-173.0,0.349,-0.769,-0.56
5716.39,-78.0,957.0,-172.0,0.419,-0.699,-0.56
5716.57,-80.0,958.0,-174.0,0.209,-0.839,-0.56
5716.76,-74.0,956.0,-174.0,0.419,-0.699,-0.419
5716.94,-79.0,958.0,-174.0,0.49,-0.629,-0.56
5717.12,-76.0,958.0,-173.0,0.49,-0.839,-0.629
5717.3,-76.0,956.0,-176.0,0.349,-0.629,-0.419
5717.49,-77.0,957.0,-174.0,0.419,-0.839,-0.56
5718.76,-76.0,958.0,-173.0,0.349,-0.769,-0.419
5719.31,-79.0,958.0,-173.0,0.419,-0.769,-0.629
5719.49,-78.0,958.0,-174.0,0.28,-0.699,-0.56
5719.67,-76.0,958.0,-174.0,0.419,-0.91,-0.629
5719.86,-77.0,959.0,-172.0,0.349,-0.699,-0.56
5720.4,-78.0,957.0,-175.0,0.49,-0.699,-0.629
5720.22,-77.0,958.0,-169.0,0.419,-0.839,-0.629
5721.13,-74.0,959.0,-172.0,0.349,-0.839,-0.56
5721.31,-80.0,958.0,-173.0,0.56,-0.699,-0.49
5721.5,-76.0,957.0,-171.0,0.14,-0.839,-0.629
5721.68,-79.0,958.0,-175.0,0.419,-0.629,-0.49
5721.86,-77.0,958.0,-176.0,0.419,-0.769,-0.56
5722.4,-76.0,958.0,-174.0,0.419,-0.699,-0.629
5722.22,-79.0,957.0,-176.0,0.49,-0.769,-0.56
5722.41,-76.0,958.0,-173.0,0.56,-0.839,-0.49
5722.59,-79.0,958.0,-175.0,0.49,-0.699,-0.49
5722.77,-77.0,957.0,-175.0,0.49,-0.769,-0.699
5722.95,-78.0,958.0,-174.0,0.419,-0.699,-0.56
5723.14,-77.0,958.0,-174.0,0.49,-0.769,-0.629
5723.32,-77.0,958.0,-174.0,0.419,-0.699,-0.49
5723.5,-77.0,959.0,-173.0,0.49,-0.699,-0.629
5723.68,-77.0,958.0,-174.0,0.349,-0.699,-0.56
5724.59,-76.0,957.0,-174.0,0.419,-0.699,-0.49
5724.78,-78.0,958.0,-173.0,0.49,-0.769,-0.629
5724.96,-76.0,958.0,-174.0,0.349,-0.769,-0.56
5725.14,-78.0,958.0,-174.0,0.349,-0.699,-0.49
5725.32,-77.0,958.0,-173.0,0.49,-0.769,-0.629
5725.51,-78.0,958.0,-173.0,0.419,-0.699,-0.56
5725.69,-76.0,959.0,-172.0,0.349,-0.769,-0.629
5725.87,-77.0,958.0,-175.0,0.419,-0.769,-0.56
5726.5,-78.0,957.0,-176.0,0.49,-0.769,-0.56
5726.23,-78.0,959.0,-173.0,0.419,-0.699,-0.629
5726.96,-77.0,957.0,-177.0,0.349,-0.629,-0.629
5727.15,-79.0,958.0,-173.0,0.49,-0.839,-0.56
5727.33,-78.0,958.0,-175.0,0.28,-0.699,-0.629
5727.51,-76.0,958.0,-175.0,0.49,-0.699,-0.56
5727.69,-77.0,956.0,-175.0,0.419,-0.769,-0.49
5727.88,-79.0,958.0,-175.0,0.56,-0.699,-0.699
5728.6,-74.0,957.0,-174.0,0.349,-0.629,-0.56
5728.24,-79.0,958.0,-174.0,0.419,-0.769,-0.49
5728.42,-78.0,957.0,-172.0,0.56,-0.769,-0.629
5728.61,-73.0,957.0,-174.0,0.28,-0.629,-0.49
5728.79,-80.0,959.0,-174.0,0.49,-0.839,-0.49
5728.97,-75.0,957.0,-172.0,0.349,-0.699,-0.56
5729.15,-78.0,959.0,-174.0,0.49,-0.699,-0.56
5729.33,-76.0,958.0,-173.0,0.419,-0.839,-0.56
5729.52,-78.0,957.0,-173.0,0.629,-0.769,-0.56
5729.7,-78.0,958.0,-172.0,0.28,-0.769,-0.49
5729.88,-77.0,957.0,-173.0,0.28,-0.629,-0.419
5730.6,-80.0,958.0,-176.0,0.56,-0.769,-0.699
5730.25,-75.0,957.0,-171.0,0.419,-0.839,-0.49
5730.43,-79.0,958.0,-173.0,0.419,-0.699,-0.56
5730.61,-75.0,958.0,-173.0,0.419,-0.769,-0.629
5730.79,-76.0,957.0,-173.0,0.419,-0.699,-0.49
5730.97,-79.0,959.0,-172.0,0.28,-0.769,-0.56
5731.16,-77.0,958.0,-174.0,0.419,-0.629,-0.56
5731.34,-77.0,957.0,-171.0,0.349,-0.699,-0.56
5731.52,-77.0,958.0,-175.0,0.419,-0.699,-0.49
5731.7,-77.0,957.0,-171.0,0.349,-0.699,-0.49
5731.89,-79.0,957.0,-176.0,0.49,-0.699,-0.629
5732.7,-76.0,957.0,-174.0,0.349,-0.769,-0.56
5732.25,-76.0,958.0,-173.0,0.49,-0.769,-0.49
5732.43,-76.0,958.0,-174.0,0.49,-0.699,-0.56
5732.62,-78.0,957.0,-172.0,0.49,-0.769,-0.49
5732.8,-78.0,958.0,-175.0,0.349,-0.839,-0.699
5732.98,-73.0,957.0,-172.0,0.49,-0.699,-0.419
5733.16,-80.0,959.0,-174.0,0.49,-0.769,-0.629
5733.34,-77.0,958.0,-172.0,0.349,-0.839,-0.56
5733.53,-76.0,957.0,-175.0,0.49,-0.769,-0.629
5733.71,-77.0,958.0,-172.0,0.349,-0.769,-0.56
5733.89,-77.0,958.0,-174.0,0.49,-0.769,-0.629
5734.7,-76.0,958.0,-172.0,0.419,-0.839,-0.56
5734.26,-79.0,958.0,-174.0,0.28,-0.699,-0.56
5734.44,-76.0,957.0,-174.0,0.56,-0.839,-0.56
5734.62,-76.0,957.0,-171.0,0.419,-0.839,-0.419
5734.8,-78.0,956.0,-177.0,0.49,-0.769,-0.56
5734.99,-80.0,958.0,-175.0,0.49,-0.699,-0.56
5735.17,-74.0,958.0,-175.0,0.49,-0.91,-0.56
5735.9,-77.0,957.0,-172.0,0.28,-0.699,-0.49
5736.8,-77.0,958.0,-173.0,0.419,-0.769,-0.629
5736.26,-76.0,958.0,-174.0,0.419,-0.769,-0.56
5736.44,-77.0,958.0,-173.0,0.349,-0.629,-0.49
5736.63,-78.0,957.0,-174.0,0.49,-0.769,-0.56
5736.81,-76.0,957.0,-171.0,0.28,-0.769,-0.56
5736.99,-78.0,958.0,-175.0,0.49,-0.699,-0.49
5737.17,-77.0,957.0,-173.0,0.349,-0.769,-0.49
5737.36,-78.0,957.0,-175.0,0.56,-0.699,-0.49
5737.54,-77.0,958.0,-171.0,0.349,-0.699,-0.629
5737.72,-77.0,958.0,-177.0,0.419,-0.629,-0.629
5737.9,-75.0,957.0,-172.0,0.56,-0.699,-0.419
5738.8,-78.0,958.0,-173.0,0.419,-0.629,-0.56
5738.27,-77.0,957.0,-173.0,0.349,-0.769,-0.629
5738.45,-78.0,958.0,-174.0,0.419,-0.699,-0.56
5738.63,-76.0,957.0,-173.0,0.419,-0.769,-0.56
