timestamp,bias_x,bias_y,bias_z
58046.86,0.413,-0.545,-0.75
58047.59,0.42,-0.546,-0.743
58047.77,0.42,-0.546,-0.743
58047.96,0.42,-0.546,-0.743
58048.14,0.42,-0.546,-0.743
58048.32,0.42,-0.547,-0.745
58048.5,0.42,-0.547,-0.745
58048.69,0.42,-0.547,-0.745
58048.87,0.42,-0.547,-0.745
58049.5,0.42,-0.547,-0.745
58049.23,0.418,-0.547,-0.744
58049.42,0.418,-0.547,-0.744
58049.6,0.418,-0.547,-0.744
58049.78,0.418,-0.547,-0.744
58049.96,0.418,-0.547,-0.744
58050.14,0.418,-0.546,-0.745
58051.42,0.418,-0.547,-0.744
58051.6,0.418,-0.547,-0.744
58051.79,0.418,-0.547,-0.744
58051.97,0.418,-0.547,-0.744
58052.15,0.421,-0.549,-0.746
58052.33,0.421,-0.549,-0.746
58052.51,0.421,-0.549,-0.746
58052.7,0.421,-0.549,-0.746
58052.88,0.421,-0.549,-0.746
58053.6,0.417,-0.548,-0.743
58053.24,0.417,-0.548,-0.743
58053.43,0.417,-0.548,-0.743
58053.61,0.417,-0.548,-0.743
58053.79,0.417,-0.548,-0.743
58054.7,0.418,-0.551,-0.746
58054.88,0.413,-0.544,-0.742
58055.7,0.413,-0.544,-0.742
58055.25,0.413,-0.544,-0.742
58055.43,0.413,-0.544,-0.742
58055.61,0.413,-0.544,-0.742
58055.8,0.413,-0.544,-0.742
58055.98,0.41,-0.548,-0.742
58056.16,0.41,-0.548,-0.742
58056.34,0.41,-0.548,-0.742
58056.52,0.41,-0.548,-0.742
58056.71,0.41,-0.548,-0.742
58056.89,0.414,-0.548,-0.744
58057.7,0.414,-0.548,-0.744
58057.25,0.414,-0.548,-0.744
58057.44,0.414,-0.548,-0.744
58057.62,0.414,-0.548,-0.744
58057.8,0.416,-0.548,-0.744
58057.98,0.416,-0.548,-0.744
58058.17,0.416,-0.548,-0.744
58058.35,0.416,-0.548,-0.744
58058.53,0.416,-0.548,-0.744
58058.71,0.414,-0.547,-0.742
58058.89,0.414,-0.547,-0.742
58064.18,0.411,-0.547,-0.746
58064.36,0.411,-0.547,-0.746
58064.54,0.413,-0.548,-0.747
58064.73,0.413,-0.548,-0.747
58064.91,0.413,-0.548,-0.747
58065.9,0.413,-0.548,-0.747
58065.27,0.413,-0.548,-0.747
58065.46,0.414,-0.549,-0.742
58065.64,0.414,-0.549,-0.742
58065.82,0.414,-0.549,-0.742
58066.0,0.414,-0.549,-0.742
58066.19,0.414,-0.549,-0.742
58066.37,0.411,-0.55,-0.744
58066.55,0.411,-0.55,-0.744
58066.73,0.411,-0.55,-0.744
58066.91,0.411,-0.55,-0.744
58067.1,0.411,-0.55,-0.744
58067.28,0.411,-0.55,-0.744
58067.46,0.417,-0.552,-0.744
58067.64,0.417,-0.552,-0.744
58067.83,0.417,-0.552,-0.744
58068.1,0.417,-0.552,-0.744
58068.19,0.417,-0.552,-0.744
58068.37,0.418,-0.548,-0.747
58068.56,0.418,-0.548,-0.747
58068.74,0.418,-0.548,-0.747
58068.92,0.418,-0.548,-0.747
58069.1,0.418,-0.548,-0.747
58069.28,0.417,-0.546,-0.746
58069.47,0.417,-0.546,-0.746
58069.65,0.417,-0.546,-0.746
58069.83,0.417,-0.546,-0.746
58070.1,0.417,-0.546,-0.746
58070.2,0.411,-0.548,-0.743
58070.38,0.411,-0.548,-0.743
58070.56,0.411,-0.548,-0.743
58070.74,0.411,-0.548,-0.743
58070.93,0.411,-0.548,-0.743
58071.11,0.411,-0.548,-0.743
58071.29,0.413,-0.55,-0.744
58071.47,0.413,-0.55,-0.744
58072.93,0.412,-0.548,-0.744
58073.11,0.413,-0.551,-0.745
58073.3,0.413,-0.551,-0.745
58073.48,0.413,-0.551,-0.745
58073.66,0.413,-0.551,-0.745
58073.84,0.413,-0.551,-0.745
58074.2,0.416,-0.546,-0.741
58074.21,0.416,-0.546,-0.741
58074.39,0.416,-0.546,-0.741
58074.57,0.416,-0.546,-0.741
58074.75,0.416,-0.546,-0.741
58074.94,0.416,-0.546,-0.741
58075.12,0.415,-0.55,-0.745
58075.3,0.415,-0.55,-0.745
58075.48,0.415,-0.55,-0.745
58075.66,0.415,-0.55,-0.745
58075.85,0.415,-0.55,-0.745
58076.3,0.421,-0.549,-0.742
58076.21,0.421,-0.549,-0.742
58076.39,0.421,-0.549,-0.742
58076.58,0.421,-0.549,-0.742
58076.76,0.421,-0.549,-0.742
58076.94,0.417,-0.549,-0.742
58077.12,0.417,-0.549,-0.742
58077.3,0.417,-0.549,-0.742
58077.49,0.417,-0.549,-0.742
58077.67,0.417,-0.549,-0.742
58077.85,0.418,-0.549,-0.744
58081.13,0.413,-0.547,-0.746
58081.31,0.413,-0.547,-0.746
58081.5,0.413,-0.547,-0.746
58081.68,0.413,-0.547,-0.746
58081.86,0.414,-0.547,-0.748
58082.4,0.414,-0.547,-0.748
58082.23,0.414,-0.547,-0.748
58082.41,0.414,-0.547,-0.748
58082.59,0.414,-0.547,-0.748
58082.77,0.414,-0.547,-0.748
58082.95,0.416,-0.543,-0.744
58083.14,0.416,-0.543,-0.744
58083.32,0.416,-0.543,-0.744
58083.5,0.416,-0.543,-0.744
58083.68,0.416,-0.543,-0.744
58083.87,0.412,-0.543,-0.747
58084.5,0.412,-0.543,-0.747
58084.23,0.412,-0.543,-0.747
58084.41,0.412,-0.543,-0.747
58084.59,0.412,-0.543,-0.747
58084.78,0.416,-0.546,-0.744
58084.96,0.416,-0.546,-0.744
58085.14,0.416,-0.546,-0.744
58085.32,0.416,-0.546,-0.744
58085.51,0.416,-0.546,-0.744
58085.69,0.416,-0.546,-0.747
58085.87,0.416,-0.546,-0.747
58086.5,0.416,-0.546,-0.747
58086.23,0.416,-0.546,-0.747
58086.42,0.416,-0.546,-0.747
58086.6,0.416,-0.546,-0.747
58086.78,0.418,-0.54,-0.743
58086.96,0.418,-0.54,-0.743
58087.15,0.418,-0.54,-0.743
58087.33,0.418,-0.54,-0.743
58087.51,0.418,-0.54,-0.743
58087.69,0.413,-0.541,-0.744
58087.87,0.413,-0.541,-0.744
58088.6,0.413,-0.541,-0.744
58088.24,0.413,-0.541,-0.744
58088.42,0.413,-0.541,-0.744
58088.6,0.414,-0.546,-0.744
58088.79,0.414,-0.546,-0.744
58088.97,0.414,-0.546,-0.744
58089.15,0.414,-0.546,-0.744
58089.33,0.414,-0.546,-0.744
58089.52,0.414,-0.545,-0.748
58089.7,0.414,-0.545,-0.748
58089.88,0.414,-0.545,-0.748
58090.6,0.414,-0.545,-0.748
58090.24,0.414,-0.545,-0.748
58090.43,0.414,-0.545,-0.748
58090.61,0.412,-0.549,-0.747
58090.79,0.412,-0.549,-0.747
58090.97,0.412,-0.549,-0.747
58091.16,0.412,-0.549,-0.747
58091.34,0.412,-0.549,-0.747
58091.52,0.414,-0.544,-0.745
58091.7,0.414,-0.544,-0.745
58091.88,0.414,-0.544,-0.745
58092.7,0.414,-0.544,-0.745
58092.25,0.414,-0.544,-0.745
58092.43,0.412,-0.545,-0.744
58092.61,0.412,-0.545,-0.744
58092.8,0.412,-0.545,-0.744
58092.98,0.412,-0.545,-0.744
58093.16,0.412,-0.545,-0.744
58093.34,0.408,-0.546,-0.747
58093.52,0.408,-0.546,-0.747
58093.71,0.408,-0.546,-0.747
58093.89,0.408,-0.546,-0.747
58094.7,0.408,-0.546,-0.747
58094.25,0.408,-0.546,-0.747
58094.44,0.406,-0.547,-0.743
58094.62,0.406,-0.547,-0.743
58094.8,0.406,-0.547,-0.743
58094.98,0.406,-0.547,-0.743
58095.17,0.406,-0.547,-0.743
58095.35,0.409,-0.549,-0.745
58095.53,0.409,-0.549,-0.745
58095.71,0.409,-0.549,-0.745
58095.89,0.409,-0.549,-0.745
58096.8,0.409,-0.549,-0.745
58096.26,0.411,-0.547,-0.745
58096.44,0.411,-0.547,-0.745
58096.62,0.411,-0.547,-0.745
58096.81,0.411,-0.547,-0.745
58096.99,0.411,-0.547,-0.745
58097.17,0.417,-0.549,-0.743
58097.35,0.417,-0.549,-0.743
58097.53,0.417,-0.549,-0.743
58097.72,0.417,-0.549,-0.743
58097.9,0.417,-0.549,-0.743
58098.8,0.417,-0.549,-0.743
58098.26,0.411,-0.552,-0.745
58098.45,0.411,-0.552,-0.745
58098.63,0.411,-0.552,-0.745
58098.81,0.411,-0.552,-0.745
58098.99,0.411,-0.552,-0.745
58099.17,0.414,-0.546,-0.744
58100.63,0.416,-0.549,-0.744
58100.81,0.416,-0.549,-0.744
58101.0,0.415,-0.546,-0.741
58101.18,0.415,-0.546,-0.741
58101.36,0.415,-0.546,-0.741
58101.54,0.415,-0.546,-0.741
58101.73,0.415,-0.546,-0.741
58101.91,0.415,-0.546,-0.741
58102.9,0.417,-0.545,-0.741
58102.27,0.417,-0.545,-0.741
58102.46,0.417,-0.545,-0.741
58102.64,0.417,-0.545,-0.741
58102.82,0.417,-0.545,-0.741
58103.0,0.416,-0.549,-0.743
58103.18,0.416,-0.549,-0.743
58103.37,0.416,-0.549,-0.743
58103.55,0.416,-0.549,-0.743
58103.73,0.416,-0.549,-0.743
58103.91,0.41,-0.556,-0.748
58104.1,0.41,-0.556,-0.748
58104.28,0.41,-0.556,-0.748
58104.46,0.41,-0.556,-0.748
58104.64,0.41,-0.556,-0.748
58105.1,0.418,-0.55,-0.744
58105.19,0.418,-0.55,-0.744
58105.37,0.418,-0.55,-0.744
58105.55,0.418,-0.55,-0.744
58105.74,0.418,-0.55,-0.744
58105.92,0.418,-0.544,-0.742
58106.1,0.418,-0.544,-0.742
58106.28,0.418,-0.544,-0.742
58106.46,0.418,-0.544,-0.742
58106.65,0.418,-0.544,-0.742
58106.83,0.415,-0.544,-0.744
58107.1,0.415,-0.544,-0.744
58107.19,0.415,-0.544,-0.744
58107.38,0.415,-0.544,-0.744
58107.56,0.415,-0.544,-0.744
58107.74,0.416,-0.547,-0.745
58107.92,0.416,-0.547,-0.745
58108.1,0.416,-0.547,-0.745
58108.29,0.416,-0.547,-0.745
58108.47,0.416,-0.547,-0.745
58108.65,0.413,-0.547,-0.745
58108.83,0.413,-0.547,-0.745
58109.2,0.413,-0.547,-0.745
58109.2,0.413,-0.547,-0.745
58109.38,0.413,-0.547,-0.745
58109.56,0.413,-0.547,-0.745
58109.74,0.413,-0.547,-0.745
58109.93,0.413,-0.547,-0.745
58110.11,0.413,-0.547,-0.745
58110.29,0.413,-0.547,-0.745
58110.47,0.413,-0.547,-0.745
58110.66,0.413,-0.547,-0.745
58110.84,0.413,-0.547,-0.745
58111.2,0.413,-0.547,-0.745
58111.2,0.413,-0.547,-0.745
58111.39,0.413,-0.547,-0.745
58111.57,0.413,-0.547,-0.745
58111.75,0.413,-0.547,-0.745
58111.93,0.413,-0.547,-0.745
58112.11,0.413,-0.547,-0.745
58112.3,0.413,-0.547,-0.745
58112.48,0.413,-0.545,-0.745
58112.66,0.413,-0.545,-0.745
58112.84,0.413,-0.545,-0.745
58113.3,0.413,-0.545,-0.745
58113.21,0.413,-0.545,-0.745
58113.39,0.413,-0.545,-0.745
58113.57,0.41,-0.545,-0.747
58113.75,0.41,-0.545,-0.747
58113.94,0.41,-0.545,-0.747
58114.12,0.41,-0.545,-0.747
58114.3,0.41,-0.545,-0.747
58114.48,0.411,-0.544,-0.745
58114.67,0.411,-0.544,-0.745
58114.85,0.411,-0.544,-0.745
58115.3,0.411,-0.544,-0.745
58115.21,0.411,-0.544,-0.745
58115.39,0.409,-0.544,-0.746
58115.58,0.409,-0.544,-0.746
58115.76,0.409,-0.544,-0.746
58115.94,0.409,-0.544,-0.746
58116.12,0.409,-0.544,-0.746
58116.31,0.416,-0.548,-0.745
58116.49,0.416,-0.548,-0.745
58116.67,0.416,-0.548,-0.745
58116.85,0.416,-0.548,-0.745
58117.3,0.416,-0.548,-0.745
58117.22,0.416,-0.548,-0.745
58117.4,0.417,-0.546,-0.744
58117.58,0.417,-0.546,-0.744
58117.76,0.417,-0.546,-0.744
58117.95,0.417,-0.546,-0.744
58118.13,0.417,-0.546,-0.744
58118.31,0.417,-0.549,-0.743
58118.49,0.417,-0.549,-0.743
58118.68,0.417,-0.549,-0.743
58118.86,0.417,-0.549,-0.743
58119.4,0.417,-0.549,-0.743
58119.22,0.416,-0.545,-0.745
58119.4,0.416,-0.545,-0.745
58119.59,0.416,-0.545,-0.745
58119.77,0.416,-0.545,-0.745
58119.95,0.416,-0.545,-0.745
58120.13,0.416,-0.545,-0.745
58128.7,0.418,-0.546,-0.744
58128.88,0.418,-0.547,-0.749
58129.6,0.418,-0.547,-0.749
58129.24,0.418,-0.547,-0.749
58129.43,0.418,-0.547,-0.749
58129.61,0.418,-0.547,-0.749
58129.79,0.416,-0.547,-0.745
58129.97,0.416,-0.547,-0.745
58130.16,0.416,-0.547,-0.745
58130.34,0.416,-0.547,-0.745
58130.52,0.416,-0.547,-0.745
58140.91,0.411,-0.549,-0.739
58141.9,0.411,-0.549,-0.739
58141.27,0.412,-0.547,-0.742
58141.45,0.412,-0.547,-0.742
58141.64,0.412,-0.547,-0.742
58141.82,0.412,-0.547,-0.742
58142.0,0.412,-0.547,-0.742
58142.18,0.412,-0.551,-0.743
58142.37,0.412,-0.551,-0.743
58142.55,0.412,-0.551,-0.743
58142.73,0.412,-0.551,-0.743
58142.91,0.412,-0.551,-0.743
58143.82,0.414,-0.552,-0.74
58144.1,0.414,-0.552,-0.74
58144.19,0.415,-0.545,-0.739
58144.37,0.415,-0.545,-0.739
58144.55,0.415,-0.545,-0.739
58144.73,0.415,-0.545,-0.739
58144.92,0.415,-0.545,-0.739
58145.1,0.416,-0.545,-0.744
58145.28,0.416,-0.545,-0.744
58145.46,0.416,-0.545,-0.744
58145.65,0.416,-0.545,-0.744
58145.83,0.416,-0.545,-0.744
58146.1,0.411,-0.546,-0.747
58147.65,0.409,-0.545,-0.749
58147.83,0.409,-0.545,-0.749
58148.1,0.416,-0.545,-0.742
58148.2,0.416,-0.545,-0.742
58148.38,0.416,-0.545,-0.742
58148.56,0.416,-0.545,-0.742
58148.74,0.416,-0.545,-0.742
58148.92,0.414,-0.54,-0.745
58149.11,0.414,-0.54,-0.745
58149.29,0.414,-0.54,-0.745
58149.47,0.414,-0.54,-0.745
58149.65,0.414,-0.54,-0.745
58150.2,0.414,-0.544,-0.745
58150.38,0.414,-0.544,-0.745
58150.57,0.414,-0.544,-0.745
58150.75,0.414,-0.544,-0.745
58150.93,0.417,-0.546,-0.743
58151.11,0.417,-0.546,-0.743
58151.29,0.417,-0.546,-0.743
58151.48,0.417,-0.546,-0.743
58151.66,0.417,-0.546,-0.743
58151.84,0.423,-0.55,-0.746
58152.2,0.423,-0.55,-0.746
58152.21,0.423,-0.55,-0.746
58152.39,0.423,-0.55,-0.746
58152.57,0.423,-0.55,-0.746
58152.75,0.421,-0.546,-0.745
58152.93,0.421,-0.546,-0.745
58153.12,0.421,-0.546,-0.745
58153.3,0.421,-0.546,-0.745
58153.48,0.421,-0.546,-0.745
58153.66,0.419,-0.546,-0.748
58153.85,0.419,-0.546,-0.748
58154.3,0.419,-0.546,-0.748
58154.21,0.419,-0.546,-0.748
58154.39,0.419,-0.546,-0.748
58154.57,0.419,-0.546,-0.748
58154.76,0.415,-0.546,-0.744
58154.94,0.415,-0.546,-0.744
58155.12,0.415,-0.546,-0.744
58155.3,0.415,-0.546,-0.744
58155.49,0.415,-0.546,-0.744
58155.67,0.415,-0.546,-0.743
58155.85,0.415,-0.546,-0.743
58156.3,0.415,-0.546,-0.743
58157.49,0.419,-0.55,-0.75
58157.67,0.419,-0.55,-0.75
58157.85,0.419,-0.55,-0.75
58158.4,0.419,-0.55,-0.75
58158.22,0.419,-0.55,-0.75
58158.4,0.419,-0.55,-0.75
58158.58,0.416,-0.541,-0.744
58158.77,0.416,-0.541,-0.744
58158.95,0.416,-0.541,-0.744
58159.13,0.416,-0.541,-0.744
58159.31,0.416,-0.541,-0.744
58159.49,0.419,-0.543,-0.74
58168.24,0.421,-0.546,-0.744
58168.42,0.421,-0.546,-0.744
58168.61,0.421,-0.546,-0.744
58168.79,0.421,-0.546,-0.744
58168.97,0.417,-0.546,-0.746
58169.15,0.417,-0.546,-0.746
58169.33,0.417,-0.546,-0.746
58169.52,0.417,-0.546,-0.746
58169.7,0.417,-0.546,-0.746
58169.88,0.417,-0.546,-0.746
58170.6,0.419,-0.544,-0.751
58170.24,0.419,-0.544,-0.751
58170.43,0.419,-0.544,-0.751
58178.44,0.418,-0.548,-0.747
58178.63,0.418,-0.548,-0.746
58178.81,0.418,-0.548,-0.746
58178.99,0.418,-0.548,-0.746
58179.17,0.418,-0.548,-0.746
58179.36,0.418,-0.548,-0.746
58179.54,0.413,-0.544,-0.744
58179.72,0.413,-0.544,-0.744
58179.9,0.413,-0.544,-0.744
58180.8,0.413,-0.544,-0.744
58180.27,0.413,-0.544,-0.744
58186.46,0.41,-0.55,-0.743
58186.65,0.41,-0.55,-0.743
58186.83,0.41,-0.55,-0.743
58187.1,0.41,-0.55,-0.743
58187.19,0.41,-0.548,-0.745
58187.37,0.41,-0.548,-0.745
58187.56,0.41,-0.548,-0.745
58187.74,0.41,-0.548,-0.745
58187.92,0.41,-0.548,-0.745
58188.1,0.412,-0.549,-0.748
58188.29,0.412,-0.549,-0.748
58197.4,0.413,-0.545,-0.738
58197.58,0.413,-0.545,-0.738
58197.76,0.415,-0.548,-0.74
58197.94,0.415,-0.548,-0.74
58198.13,0.415,-0.548,-0.74
58198.31,0.415,-0.548,-0.74
58198.49,0.415,-0.548,-0.74
58198.67,0.415,-0.548,-0.747
58198.85,0.415,-0.548,-0.747
58199.4,0.415,-0.548,-0.747
58199.22,0.415,-0.548,-0.747
58208.15,0.415,-0.549,-0.742
58208.33,0.412,-0.55,-0.741
58208.51,0.412,-0.55,-0.741
58208.7,0.412,-0.55,-0.741
58208.88,0.412,-0.55,-0.741
58209.6,0.412,-0.55,-0.741
58209.24,0.395,-0.546,-0.742
58209.42,0.395,-0.546,-0.742
58209.61,0.395,-0.546,-0.742
58209.79,0.395,-0.546,-0.742
58209.97,0.395,-0.546,-0.742
58210.15,0.395,-0.546,-0.742
58210.34,0.395,-0.546,-0.742
58210.52,0.395,-0.546,-0.742
58210.7,0.395,-0.546,-0.742
58210.88,0.395,-0.546,-0.742
58211.7,0.395,-0.546,-0.742
58211.25,0.395,-0.546,-0.742
58211.43,0.395,-0.546,-0.742
58211.61,0.395,-0.546,-0.742
58211.79,0.395,-0.546,-0.742
58211.98,0.395,-0.546,-0.742
58217.81,0.417,-0.55,-0.741
58217.99,0.417,-0.55,-0.741
58218.17,0.417,-0.55,-0.741
58218.35,0.417,-0.55,-0.741
58218.54,0.417,-0.55,-0.741
58218.72,0.415,-0.547,-0.739
58218.9,0.415,-0.547,-0.739
58219.8,0.415,-0.547,-0.739
58219.27,0.415,-0.547,-0.739
58219.45,0.415,-0.547,-0.739
58219.63,0.415,-0.547,-0.739
58219.81,0.41,-0.548,-0.739
58225.46,0.414,-0.545,-0.745
58225.65,0.414,-0.545,-0.745
58225.83,0.414,-0.545,-0.745
58226.1,0.414,-0.545,-0.745
58226.19,0.414,-0.545,-0.745
58226.37,0.418,-0.547,-0.745
58226.56,0.418,-0.547,-0.745
58226.74,0.418,-0.547,-0.745
58226.92,0.418,-0.547,-0.745
58227.1,0.418,-0.547,-0.745
58227.29,0.418,-0.547,-0.745
58227.47,0.416,-0.547,-0.745
58230.93,0.416,-0.552,-0.744
58231.11,0.416,-0.552,-0.744
58231.3,0.414,-0.547,-0.745
58231.48,0.414,-0.547,-0.745
58231.66,0.414,-0.547,-0.745
58231.84,0.414,-0.547,-0.745
58232.2,0.414,-0.547,-0.745
58232.21,0.413,-0.548,-0.749
58232.39,0.413,-0.548,-0.749
58232.57,0.413,-0.548,-0.749
58232.75,0.413,-0.548,-0.749
58232.94,0.413,-0.548,-0.749
58233.12,0.414,-0.549,-0.748
58233.3,0.414,-0.549,-0.748
58233.48,0.414,-0.549,-0.748
58233.67,0.414,-0.549,-0.748
58233.85,0.414,-0.549,-0.748
58234.3,0.413,-0.549,-0.749
58234.21,0.413,-0.549,-0.749
58234.39,0.413,-0.549,-0.749
58234.58,0.413,-0.549,-0.749
58234.76,0.413,-0.549,-0.749
58234.94,0.413,-0.549,-0.749
58235.12,0.415,-0.55,-0.75
58235.31,0.415,-0.55,-0.75
58235.49,0.415,-0.55,-0.75
58235.67,0.415,-0.55,-0.75
58235.85,0.415,-0.55,-0.75
58236.3,0.412,-0.55,-0.747
58236.22,0.412,-0.55,-0.747
58236.4,0.412,-0.55,-0.747
58236.58,0.412,-0.55,-0.747
58236.76,0.412,-0.55,-0.747
58236.95,0.414,-0.549,-0.746
58237.13,0.414,-0.549,-0.746
58237.31,0.414,-0.549,-0.746
58237.49,0.414,-0.549,-0.746
58237.68,0.414,-0.549,-0.746
58237.86,0.417,-0.548,-0.749
58238.4,0.417,-0.548,-0.749
58238.22,0.417,-0.548,-0.749
58238.4,0.417,-0.548,-0.749
58238.59,0.417,-0.548,-0.749
58238.77,0.417,-0.548,-0.749
58238.95,0.414,-0.544,-0.742
58239.13,0.414,-0.544,-0.742
58239.32,0.414,-0.544,-0.742
58239.5,0.414,-0.544,-0.742
58239.68,0.414,-0.544,-0.742
58239.86,0.411,-0.545,-0.747
58240.4,0.411,-0.545,-0.747
58240.23,0.411,-0.545,-0.747
58240.41,0.411,-0.545,-0.747
58240.59,0.411,-0.545,-0.747
58240.77,0.406,-0.544,-0.748
58240.96,0.406,-0.544,-0.748
58241.14,0.406,-0.544,-0.748
58241.32,0.406,-0.544,-0.748
58241.5,0.406,-0.544,-0.748
58241.69,0.416,-0.548,-0.747
58241.87,0.416,-0.548,-0.747
58242.5,0.416,-0.548,-0.747
58242.23,0.416,-0.548,-0.747
58242.41,0.416,-0.548,-0.747
58242.6,0.416,-0.548,-0.747
58242.78,0.416,-0.545,-0.745
58242.96,0.416,-0.545,-0.745
58243.14,0.416,-0.545,-0.745
58243.33,0.416,-0.545,-0.745
58243.51,0.416,-0.545,-0.745
58243.69,0.415,-0.549,-0.743
58243.87,0.415,-0.549,-0.743
58244.5,0.415,-0.549,-0.743
58244.24,0.415,-0.549,-0.743
58244.42,0.415,-0.549,-0.743
58244.6,0.414,-0.55,-0.746
58244.78,0.414,-0.55,-0.746
58244.97,0.414,-0.55,-0.746
58245.15,0.414,-0.55,-0.746
58245.33,0.414,-0.55,-0.746
58245.51,0.415,-0.547,-0.745
58245.69,0.415,-0.547,-0.745
58245.88,0.415,-0.547,-0.745
58246.6,0.415,-0.547,-0.745
58246.24,0.415,-0.547,-0.745
58246.42,0.415,-0.547,-0.745
58252.26,0.421,-0.548,-0.744
58252.44,0.421,-0.548,-0.744
58252.62,0.421,-0.548,-0.744
58252.8,0.421,-0.548,-0.744
58252.99,0.421,-0.548,-0.744
58253.17,0.421,-0.548,-0.744
58253.35,0.421,-0.546,-0.746
58253.53,0.421,-0.546,-0.746
58253.71,0.421,-0.546,-0.746
58253.9,0.421,-0.546,-0.746
58254.8,0.421,-0.546,-0.746
58254.26,0.418,-0.552,-0.744
58254.44,0.418,-0.552,-0.744
58254.63,0.418,-0.552,-0.744
58254.81,0.418,-0.552,-0.744
58254.99,0.418,-0.552,-0.744
58255.17,0.414,-0.55,-0.746
58255.35,0.414,-0.55,-0.746
58255.54,0.414,-0.55,-0.746
58255.72,0.414,-0.55,-0.746
58261.92,0.413,-0.544,-0.743
58262.1,0.413,-0.544,-0.743
58262.28,0.413,-0.544,-0.743
58262.46,0.413,-0.544,-0.743
58262.65,0.413,-0.544,-0.743
58262.83,0.416,-0.547,-0.736
58263.1,0.416,-0.547,-0.736
58263.19,0.416,-0.547,-0.736
58263.37,0.416,-0.547,-0.736
58263.56,0.416,-0.547,-0.736
58270.12,0.42,-0.548,-0.749
58270.3,0.42,-0.548,-0.749
58270.48,0.416,-0.547,-0.746
58270.66,0.416,-0.547,-0.746
58270.85,0.416,-0.547,-0.746
58271.3,0.416,-0.547,-0.746
58271.21,0.416,-0.547,-0.746
58271.39,0.418,-0.548,-0.739
58271.58,0.418,-0.548,-0.739
58271.76,0.418,-0.548,-0.739
58271.94,0.418,-0.548,-0.739
58272.12,0.418,-0.548,-0.739
58272.31,0.418,-0.548,-0.739
58272.49,0.406,-0.544,-0.741
58272.67,0.406,-0.544,-0.741
58272.85,0.406,-0.544,-0.741
58274.13,0.412,-0.542,-0.745
58274.31,0.413,-0.544,-0.745
58274.49,0.413,-0.544,-0.745
58274.67,0.413,-0.544,-0.745
58274.86,0.413,-0.544,-0.745
58275.4,0.413,-0.544,-0.745
58275.22,0.415,-0.547,-0.743
58275.4,0.415,-0.547,-0.743
58275.59,0.415,-0.547,-0.743
58275.77,0.415,-0.547,-0.743
58275.95,0.415,-0.547,-0.743
58276.13,0.415,-0.547,-0.743
58284.34,0.414,-0.551,-0.743
58284.52,0.414,-0.551,-0.743
58284.7,0.414,-0.551,-0.743
58284.88,0.416,-0.547,-0.741
58285.6,0.416,-0.547,-0.741
58285.25,0.416,-0.547,-0.741
58285.43,0.416,-0.547,-0.741
