timestamp,altitude,azimuth,zenith,state
5681.94,0.227,1.313,1.426,MONITORING
5682.12,0.231,1.312,1.421,MONITORING
5682.3,0.226,1.311,1.435,MONITORING
5682.48,0.224,1.312,1.425,MONITORING
5682.66,0.226,1.31,1.43,MONITORING
5682.85,0.215,1.308,1.442,MONITORING
5683.3,0.234,1.308,1.427,MONITORING
5683.21,0.226,1.311,1.429,MONITORING
5683.39,0.219,1.312,1.435,MONITORING
5683.58,0.222,1.311,1.439,MONITORING
5683.76,0.218,1.312,1.435,MONITORING
5683.94,0.223,1.312,1.42,MONITORING
5684.12,0.215,1.313,1.426,MONITORING
5684.31,0.217,1.313,1.439,MONITORING
5684.49,0.213,1.314,1.431,MONITORING
5684.67,0.222,1.314,1.418,MONITORING
5684.85,0.206,1.313,1.441,MONITORING
5685.3,0.204,1.313,1.437,MONITORING
5685.22,0.202,1.311,1.444,MONITORING
5685.4,0.199,1.314,1.439,MONITORING
5685.58,0.197,1.313,1.45,MONITORING
5685.76,0.205,1.31,1.434,MONITORING
5685.95,0.214,1.311,1.426,MONITORING
5686.13,0.217,1.315,1.429,MONITORING
5686.31,0.211,1.318,1.437,MONITORING
5686.49,0.229,1.324,1.418,MONITORING
5686.68,0.235,1.331,1.414,MONITORING
5686.86,0.233,1.334,1.424,MONITORING
5687.4,0.231,1.334,1.427,MONITORING
5687.22,0.229,1.333,1.433,MONITORING
5687.4,0.23,1.333,1.415,MONITORING
5687.59,0.224,1.332,1.432,MONITORING
5687.77,0.209,0.14,0.091,MONITORING
5689.59,0.23,0.112,0.027,MONITORING
5689.77,0.236,0.115,0.019,MONITORING
5689.96,0.236,0.113,0.011,MONITORING
5690.14,0.249,0.115,0.012,MONITORING
5690.32,0.244,0.116,0.008,MONITORING
5690.5,0.254,0.118,0.011,MONITORING
5690.69,0.233,0.117,0.022,MONITORING
5690.87,0.23,0.119,0.029,MONITORING
5691.5,0.237,0.119,0.022,MONITORING
5691.23,0.22,0.12,0.036,MONITORING
5691.42,0.211,0.12,0.044,MONITORING
5691.6,0.212,0.119,0.033,MONITORING
5691.78,0.215,0.12,0.027,MONITORING
5691.96,0.22,0.12,0.024,MONITORING
5692.14,0.217,0.12,0.025,MONITORING
5692.33,0.233,0.12,0.019,MONITORING
5692.51,0.228,0.121,0.019,MONITORING
5692.69,0.244,0.122,0.011,MONITORING
5692.87,0.241,0.123,0.015,MONITORING
5693.6,0.229,0.119,0.027,MONITORING
5693.24,0.231,0.118,0.02,MONITORING
5693.42,0.223,0.121,0.029,MONITORING
5693.6,0.216,0.119,0.027,MONITORING
5693.79,0.228,0.12,0.021,MONITORING
5693.97,0.217,0.121,0.045,MONITORING
5694.15,0.22,0.12,0.034,MONITORING
5694.33,0.212,0.122,0.041,MONITORING
5694.51,0.199,0.123,0.048,MONITORING
5694.7,0.182,0.123,0.051,MONITORING
5694.88,0.175,0.124,0.065,MONITORING
5695.6,0.185,0.126,0.047,MONITORING
5695.24,0.161,0.128,0.076,MONITORING
5695.43,0.166,0.124,0.069,MONITORING
5695.61,0.164,0.123,0.059,MONITORING
5695.79,0.166,0.122,0.066,MONITORING
5695.97,0.156,0.123,0.068,MONITORING
5696.16,0.165,0.122,0.054,MONITORING
5696.34,0.168,0.123,0.061,MONITORING
5697.25,0.187,0.127,0.046,MONITORING
5697.43,0.187,0.125,0.048,MONITORING
5697.61,0.193,0.124,0.044,MONITORING
5697.8,0.197,0.125,0.044,MONITORING
5697.98,0.192,0.121,0.048,MONITORING
5698.16,0.187,0.12,0.056,MONITORING
5698.34,0.2,0.123,0.036,MONITORING
5698.53,0.194,0.126,0.059,MONITORING
5698.71,0.209,0.125,0.037,MONITORING
5698.89,0.208,0.124,0.036,MONITORING
5699.7,0.22,0.126,0.026,MONITORING
5701.81,0.223,0.135,0.026,MONITORING
5701.99,0.22,0.133,0.021,MONITORING
5702.17,0.218,0.137,0.033,MONITORING
5702.35,0.232,0.137,0.025,MONITORING
5702.54,0.216,0.14,0.035,MONITORING
5702.72,0.228,0.143,0.019,MONITORING
5702.9,0.228,0.146,0.02,MONITORING
5703.8,0.229,0.145,0.032,MONITORING
5703.27,0.244,0.147,0.007,MONITORING
5703.45,0.22,0.147,0.042,MONITORING
5705.45,0.244,0.146,0.007,MONITORING
5705.64,0.211,0.148,0.051,MONITORING
5705.82,0.253,0.153,0.002,MONITORING
5706.0,0.219,0.154,0.032,MONITORING
5706.18,0.222,0.156,0.037,MONITORING
5706.37,0.22,0.154,0.036,MONITORING
5706.55,0.229,0.153,0.024,MONITORING
5706.73,0.22,0.153,0.042,MONITORING
5706.91,0.238,0.15,0.014,MONITORING
5707.9,0.213,0.15,0.049,MONITORING
5707.28,0.22,0.153,0.024,MONITORING
5708.55,0.235,0.155,0.027,MONITORING
5708.74,0.243,0.156,0.01,MONITORING
5708.92,0.223,0.158,0.029,MONITORING
5709.1,0.243,0.157,0.022,MONITORING
5709.28,0.232,0.157,0.021,MONITORING
5709.46,0.238,0.16,0.021,MONITORING
5709.65,0.232,0.159,0.033,MONITORING
5709.83,0.236,0.16,0.025,MONITORING
5710.1,0.226,0.159,0.036,MONITORING
5710.19,0.234,0.158,0.029,MONITORING
5710.38,0.227,0.159,0.024,MONITORING
5710.56,0.223,0.158,0.031,MONITORING
5710.74,0.22,0.159,0.035,MONITORING
5710.92,0.22,0.158,0.033,MONITORING
5711.1,0.22,0.162,0.028,MONITORING
5711.29,0.214,0.165,0.036,MONITORING
5711.47,0.226,0.166,0.022,MONITORING
5711.65,0.219,0.167,0.03,MONITORING
5711.83,0.229,0.171,0.025,MONITORING
5712.2,0.232,0.171,0.019,MONITORING
5712.2,0.232,0.174,0.021,MONITORING
5712.38,0.241,0.173,0.018,MONITORING
5712.56,0.248,0.175,0.007,MONITORING
5713.84,0.234,0.179,0.022,MONITORING
5714.2,0.235,0.178,0.026,MONITORING
5714.2,0.251,0.179,0.004,MONITORING
5714.39,0.243,0.179,0.018,MONITORING
5714.57,0.237,0.177,0.019,MONITORING
5714.75,0.241,0.181,0.022,MONITORING
5714.93,0.229,0.182,0.035,MONITORING
5715.12,0.253,0.182,0.002,MONITORING
5715.3,0.236,0.186,0.029,MONITORING
5715.48,0.247,0.183,0.011,MONITORING
5715.66,0.236,0.182,0.024,MONITORING
5715.84,0.236,0.182,0.028,MONITORING
5716.3,0.241,0.18,0.022,MONITORING
5716.21,0.229,0.182,0.03,MONITORING
5716.39,0.233,0.181,0.02,MONITORING
5716.57,0.227,0.181,0.043,MONITORING
5716.76,0.227,0.182,0.024,MONITORING
5716.94,0.232,0.182,0.023,MONITORING
5717.12,0.237,0.183,0.014,MONITORING
5717.3,0.229,0.185,0.028,MONITORING
5717.49,0.229,0.188,0.023,MONITORING
5718.76,0.216,0.196,0.027,MONITORING
5719.31,0.229,0.205,0.022,MONITORING
5719.49,0.222,0.205,0.041,MONITORING
5719.67,0.234,0.21,0.021,MONITORING
5719.86,0.229,0.211,0.028,MONITORING
5720.4,0.233,0.214,0.032,MONITORING
5720.22,0.232,0.217,0.028,MONITORING
5721.13,0.237,0.215,0.009,MONITORING
5721.31,0.247,0.214,0.002,MONITORING
5721.5,0.223,0.214,0.041,MONITORING
5721.68,0.223,0.219,0.037,MONITORING
5721.86,0.2,0.221,0.057,MONITORING
5722.4,0.181,0.224,0.061,MONITORING
5722.22,0.17,0.226,0.074,MONITORING
5722.41,0.185,0.231,0.039,MONITORING
5722.59,0.204,0.229,0.033,MONITORING
5722.77,0.219,0.229,0.031,MONITORING
5722.95,0.218,0.228,0.033,MONITORING
5723.14,0.227,0.231,0.034,MONITORING
5723.32,0.214,0.231,0.039,MONITORING
5723.5,0.212,0.228,0.046,MONITORING
5723.68,0.21,0.227,0.038,MONITORING
5724.59,0.22,0.226,0.027,MONITORING
5724.78,0.225,0.227,0.031,MONITORING
5724.96,0.217,0.228,0.038,MONITORING
5725.14,0.21,0.229,0.046,MONITORING
5725.32,0.221,0.233,0.028,MONITORING
5725.51,0.218,0.233,0.034,MONITORING
5725.69,0.206,0.232,0.038,MONITORING
5725.87,0.207,0.232,0.038,MONITORING
5726.5,0.212,0.234,0.028,MONITORING
5726.23,0.205,0.233,0.045,MONITORING
5726.96,0.217,0.241,0.039,MONITORING
5727.15,0.22,0.244,0.026,MONITORING
5727.33,0.185,0.246,0.076,MONITORING
5727.51,0.167,0.247,0.073,MONITORING
5727.69,0.169,0.249,0.056,MONITORING
5727.88,0.175,0.251,0.055,MONITORING
5728.6,0.174,0.252,0.051,MONITORING
5728.24,0.206,0.255,0.021,MONITORING
5728.42,0.222,0.255,0.019,MONITORING
5728.61,0.219,0.254,0.029,MONITORING
5728.79,0.234,0.252,0.019,MONITORING
5728.97,0.222,0.253,0.043,MONITORING
5729.15,0.229,0.254,0.026,MONITORING
5729.33,0.224,0.255,0.037,MONITORING
5729.52,0.23,0.254,0.025,MONITORING
5729.7,0.204,0.252,0.052,MONITORING
5729.88,0.203,0.249,0.041,MONITORING
5730.6,0.214,0.251,0.033,MONITORING
5730.25,0.209,0.252,0.03,MONITORING
5730.43,0.215,0.25,0.036,MONITORING
5730.61,0.223,0.251,0.027,MONITORING
5730.79,0.229,0.251,0.021,MONITORING
5730.97,0.226,0.251,0.026,MONITORING
5731.16,0.226,0.251,0.024,MONITORING
5731.34,0.223,0.255,0.023,MONITORING
5731.52,0.232,0.258,0.009,MONITORING
5731.7,0.22,0.258,0.029,MONITORING
5731.89,0.243,0.26,0.016,MONITORING
5732.7,0.232,0.261,0.026,MONITORING
5732.25,0.231,0.261,0.015,MONITORING
5732.43,0.239,0.26,0.019,MONITORING
5732.62,0.239,0.264,0.018,MONITORING
5732.8,0.239,0.264,0.04,MONITORING
5732.98,0.235,0.263,0.022,MONITORING
5733.16,0.241,0.266,0.029,MONITORING
5733.34,0.223,0.269,0.032,MONITORING
5733.53,0.226,0.268,0.03,MONITORING
5733.71,0.224,0.27,0.023,MONITORING
5733.89,0.239,0.272,0.01,MONITORING
5734.7,0.237,0.277,0.011,MONITORING
5734.26,0.228,0.279,0.034,MONITORING
5734.44,0.236,0.279,0.019,MONITORING
5734.62,0.224,0.279,0.025,MONITORING
5734.8,0.225,0.278,0.029,MONITORING
5734.99,0.216,0.276,0.043,MONITORING
5735.17,0.222,0.276,0.023,MONITORING
5735.9,0.223,0.281,0.031,MONITORING
5736.8,0.23,0.282,0.032,MONITORING
5736.26,0.232,0.283,0.021,MONITORING
5736.44,0.223,0.281,0.034,MONITORING
5736.63,0.231,0.281,0.02,MONITORING
5736.81,0.222,0.282,0.025,MONITORING
5736.99,0.232,0.281,0.018,MONITORING
5737.17,0.227,0.278,0.021,MONITORING
5737.36,0.231,0.279,0.016,MONITORING
5737.54,0.223,0.279,0.025,MONITORING
5737.72,0.236,0.277,0.022,MONITORING
5737.9,0.237,0.278,0.0,MONITORING
5738.8,0.24,0.277,0.013,MONITORING
5738.27,0.242,0.28,0.023,MONITORING
5738.45,0.243,0.282,0.013,MONITORING
5738.63,0.243,0.283,0.02,MONITORING
