timestamp,pitch,yaw,roll
415.94,-0.019,0.085,-0.006
416.13,-0.011,0.087,-0.016
416.31,-0.0,0.088,-0.013
416.49,-0.009,0.086,-0.012
416.67,0.005,0.085,-0.013
416.85,0.0,0.087,-0.01
417.4,0.032,0.087,-0.016
417.22,-0.018,0.087,0.004
417.4,0.016,0.086,-0.019
424.51,-0.0,0.094,-0.001
429.43,-0.018,0.084,-0.008
433.62,-0.023,0.085,0.004
436.17,1.088,0.655,4.737
438.72,-0.01,0.093,-0.005
447.29,-0.037,0.085,-0.0
452.2,-0.018,0.084,0.006
456.76,-0.029,0.092,-0.018
460.41,-0.022,0.091,-0.021
472.61,-0.004,0.093,-0.001
472.8,-0.012,0.099,-0.016
477.72,-0.031,0.095,-0.013
480.9,-0.006,0.098,-0.039
486.83,-0.014,0.099,-0.018
490.11,-0.011,0.098,-0.004
497.94,-0.019,0.104,-0.004
505.42,-0.002,0.101,-0.011
510.34,-0.02,0.098,0.001
514.89,-0.02,0.098,-0.001
529.29,-0.018,-0.102,0.005
536.3,-0.104,-0.107,-0.008
550.61,-0.012,-0.103,-0.002
555.72,-0.021,-0.103,-0.006
559.72,-0.01,-0.099,0.006
564.65,-0.032,-0.101,0.021
581.23,-0.018,-0.093,0.002
591.98,-0.015,-0.083,-0.013
596.36,-0.009,-0.082,-0.0
610.94,0.005,-0.111,-0.001
616.77,-0.026,-0.105,-0.009
