timestamp,altitude,azimuth,zenith,state
571.2,0.02,0.03,0.275,MONITORING
572.3,0.016,0.029,0.275,MONITORING
573.39,0.024,0.027,0.27,MONITORING
574.67,0.034,0.031,0.265,MONITORING
575.95,0.045,0.031,0.254,MONITORING
577.4,0.041,0.032,0.259,MONITORING
578.5,0.041,0.031,0.264,MONITORING
580.14,0.031,0.029,0.269,MONITORING
581.23,0.03,0.032,0.27,MONITORING
581.41,0.025,0.032,0.283,MONITORING
584.88,0.015,0.028,0.28,MONITORING
585.97,0.032,0.029,0.273,MONITORING
587.61,0.03,0.03,0.267,MONITORING
588.89,0.027,0.029,0.268,MONITORING
590.89,0.027,0.027,0.271,MONITORING
591.98,0.024,0.029,0.274,MONITORING
592.17,0.024,0.029,0.273,MONITORING
595.27,0.023,0.03,0.27,MONITORING
596.36,0.02,0.028,0.275,MONITORING
596.54,0.027,0.027,0.266,MONITORING
599.64,0.022,0.027,0.275,MONITORING
602.19,0.024,0.031,0.272,MONITORING
603.28,0.041,0.032,0.261,MONITORING
604.93,0.033,0.031,0.263,MONITORING
606.93,0.02,0.034,0.274,MONITORING
608.21,0.014,0.036,0.28,MONITORING
609.85,0.022,0.037,0.275,MONITORING
611.12,0.018,0.036,0.274,MONITORING
613.67,0.035,0.033,0.26,MONITORING
615.31,0.042,0.034,0.256,MONITORING
616.95,0.039,0.035,0.268,MONITORING
619.87,0.045,0.032,0.26,MONITORING
621.33,0.025,0.033,0.277,MONITORING
622.97,0.044,0.034,0.257,MONITORING
625.15,0.039,0.031,0.266,MONITORING
626.25,0.011,0.029,0.278,MONITORING
628.7,0.013,0.026,0.282,MONITORING
628.98,0.023,0.028,0.27,MONITORING
