timestamp,qx,qy,qz,qw
58047.59,-0.098,0.017,0.262,0.959
58047.77,-0.098,0.016,0.262,0.959
58047.96,-0.098,0.017,0.262,0.959
58048.14,-0.098,0.017,0.262,0.959
58048.32,-0.098,0.017,0.262,0.959
58048.5,-0.098,0.017,0.262,0.959
58048.69,-0.098,0.017,0.262,0.959
58048.87,-0.098,0.017,0.262,0.959
58049.5,-0.098,0.017,0.262,0.959
58049.23,-0.098,0.017,0.262,0.959
58049.42,-0.098,0.017,0.262,0.959
58049.6,-0.098,0.017,0.262,0.959
58049.78,-0.098,0.017,0.262,0.959
58049.96,-0.098,0.017,0.262,0.959
58050.14,-0.098,0.017,0.262,0.959
58051.42,-0.098,0.016,0.262,0.959
58051.6,-0.098,0.017,0.262,0.959
58051.79,-0.098,0.016,0.262,0.959
58051.97,-0.098,0.016,0.262,0.959
58052.15,-0.098,0.016,0.262,0.959
58052.33,-0.098,0.016,0.262,0.959
58052.51,-0.098,0.016,0.262,0.959
58052.7,-0.098,0.016,0.262,0.959
58052.88,-0.098,0.016,0.262,0.959
58053.6,-0.098,0.016,0.262,0.959
58053.24,-0.098,0.016,0.262,0.959
58053.43,-0.098,0.016,0.262,0.959
58053.61,-0.098,0.017,0.262,0.959
58053.79,-0.098,0.016,0.262,0.959
58054.7,-0.098,0.016,0.262,0.959
58054.88,-0.098,0.017,0.262,0.959
58055.7,-0.098,0.016,0.262,0.959
58055.25,-0.098,0.017,0.262,0.959
58055.43,-0.098,0.016,0.262,0.959
58055.61,-0.098,0.016,0.262,0.959
58055.8,-0.098,0.016,0.262,0.959
58055.98,-0.098,0.016,0.262,0.959
58056.16,-0.098,0.017,0.262,0.959
58056.34,-0.098,0.016,0.262,0.959
58056.52,-0.098,0.016,0.262,0.959
58056.71,-0.098,0.016,0.262,0.959
58056.89,-0.098,0.016,0.262,0.959
58057.7,-0.098,0.016,0.262,0.959
58057.25,-0.098,0.016,0.262,0.959
58057.44,-0.098,0.016,0.262,0.959
58057.62,-0.098,0.016,0.262,0.959
58057.8,-0.098,0.016,0.262,0.959
58057.98,-0.098,0.016,0.262,0.959
58058.17,-0.098,0.016,0.262,0.959
58058.35,-0.099,0.016,0.262,0.959
58058.53,-0.099,0.016,0.262,0.959
58058.71,-0.099,0.016,0.262,0.959
58058.89,-0.099,0.016,0.262,0.959
58064.18,-0.099,0.016,0.262,0.959
58064.36,-0.099,0.016,0.262,0.959
58064.54,-0.099,0.016,0.262,0.959
58064.73,-0.099,0.016,0.262,0.959
58064.91,-0.099,0.016,0.262,0.959
58065.9,-0.099,0.016,0.262,0.959
58065.27,-0.099,0.016,0.262,0.959
58065.46,-0.098,0.016,0.262,0.959
58065.64,-0.098,0.016,0.262,0.959
58065.82,-0.098,0.016,0.262,0.959
58066.0,-0.099,0.016,0.262,0.959
58066.19,-0.099,0.016,0.262,0.959
58066.37,-0.099,0.016,0.262,0.959
58066.55,-0.098,0.016,0.262,0.959
58066.73,-0.099,0.016,0.262,0.959
58066.91,-0.098,0.016,0.262,0.959
58067.1,-0.098,0.016,0.262,0.959
58067.28,-0.098,0.016,0.262,0.959
58067.46,-0.098,0.016,0.262,0.959
58067.64,-0.098,0.016,0.262,0.959
58067.83,-0.098,0.016,0.262,0.959
58068.1,-0.098,0.016,0.262,0.959
58068.19,-0.099,0.016,0.262,0.959
58068.37,-0.098,0.016,0.262,0.959
58068.56,-0.099,0.016,0.262,0.959
58068.74,-0.099,0.016,0.262,0.959
58068.92,-0.099,0.016,0.262,0.959
58069.1,-0.099,0.016,0.262,0.959
58069.28,-0.099,0.016,0.262,0.959
58069.47,-0.099,0.016,0.262,0.959
58069.65,-0.099,0.016,0.262,0.959
58069.83,-0.099,0.016,0.262,0.959
58070.1,-0.099,0.016,0.262,0.959
58070.2,-0.099,0.016,0.262,0.959
58070.38,-0.099,0.016,0.262,0.959
58070.56,-0.099,0.016,0.262,0.959
58070.74,-0.099,0.016,0.262,0.959
58070.93,-0.099,0.016,0.262,0.959
58071.11,-0.099,0.016,0.262,0.959
58071.29,-0.099,0.016,0.262,0.959
58071.47,-0.099,0.016,0.262,0.959
58072.93,-0.099,0.016,0.262,0.959
58073.11,-0.099,0.016,0.262,0.959
58073.3,-0.099,0.016,0.262,0.959
58073.48,-0.099,0.016,0.262,0.959
58073.66,-0.099,0.016,0.262,0.959
58073.84,-0.099,0.016,0.262,0.959
58074.2,-0.099,0.016,0.262,0.959
58074.21,-0.098,0.016,0.262,0.959
58074.39,-0.098,0.016,0.262,0.959
58074.57,-0.098,0.016,0.262,0.959
58074.75,-0.098,0.016,0.262,0.959
58074.94,-0.098,0.016,0.262,0.959
58075.12,-0.099,0.016,0.262,0.959
58075.3,-0.099,0.016,0.262,0.959
58075.48,-0.099,0.016,0.262,0.959
58075.66,-0.099,0.016,0.262,0.959
58075.85,-0.099,0.016,0.262,0.959
58076.3,-0.099,0.016,0.262,0.959
58076.21,-0.098,0.016,0.262,0.959
58076.39,-0.098,0.016,0.262,0.959
58076.58,-0.099,0.016,0.262,0.959
58076.76,-0.099,0.016,0.262,0.959
58076.94,-0.099,0.016,0.262,0.959
58077.12,-0.099,0.016,0.262,0.959
58077.3,-0.099,0.016,0.262,0.959
58077.49,-0.099,0.016,0.262,0.959
58077.67,-0.099,0.016,0.262,0.959
58077.85,-0.099,0.016,0.262,0.959
58078.3,-0.099,0.016,0.262,0.959
58078.22,-0.098,0.016,0.26,0.96
58078.4,-0.098,0.015,0.259,0.96
58078.58,-0.098,0.015,0.258,0.96
58081.13,-0.098,0.017,0.245,0.964
58081.31,-0.098,0.018,0.245,0.964
58081.5,-0.098,0.018,0.245,0.964
58081.68,-0.098,0.018,0.245,0.964
58081.86,-0.098,0.018,0.245,0.964
58082.4,-0.098,0.018,0.245,0.964
58082.23,-0.098,0.018,0.245,0.964
58082.41,-0.098,0.018,0.245,0.964
58082.59,-0.098,0.018,0.245,0.964
58082.77,-0.098,0.018,0.245,0.964
58082.95,-0.098,0.018,0.245,0.964
58083.14,-0.098,0.018,0.245,0.964
58083.32,-0.098,0.018,0.245,0.964
58083.5,-0.098,0.018,0.245,0.964
58083.68,-0.098,0.018,0.245,0.964
58083.87,-0.098,0.018,0.245,0.964
58084.5,-0.098,0.018,0.245,0.964
58084.23,-0.098,0.018,0.245,0.964
58084.41,-0.098,0.018,0.245,0.964
58084.59,-0.098,0.018,0.245,0.964
58084.78,-0.098,0.018,0.245,0.964
58084.96,-0.098,0.018,0.245,0.964
58085.14,-0.098,0.018,0.245,0.964
58085.32,-0.098,0.018,0.245,0.964
58085.51,-0.098,0.018,0.245,0.964
58085.69,-0.098,0.018,0.245,0.964
58085.87,-0.098,0.018,0.245,0.964
58086.5,-0.098,0.018,0.245,0.964
58086.23,-0.098,0.018,0.245,0.964
58086.42,-0.098,0.018,0.245,0.964
58086.6,-0.098,0.018,0.245,0.964
58086.78,-0.098,0.018,0.245,0.964
58086.96,-0.098,0.018,0.245,0.964
58087.15,-0.098,0.018,0.245,0.964
58087.33,-0.098,0.018,0.245,0.964
58087.51,-0.098,0.018,0.245,0.964
58087.69,-0.098,0.018,0.245,0.964
58087.87,-0.098,0.018,0.245,0.964
58088.6,-0.098,0.018,0.245,0.964
58088.24,-0.098,0.018,0.245,0.964
58088.42,-0.098,0.018,0.245,0.964
58088.6,-0.098,0.018,0.245,0.964
58088.79,-0.098,0.018,0.245,0.964
58088.97,-0.098,0.018,0.245,0.964
58089.15,-0.098,0.018,0.245,0.964
58089.33,-0.098,0.018,0.245,0.964
58089.52,-0.098,0.018,0.245,0.964
58089.7,-0.098,0.018,0.245,0.964
58089.88,-0.098,0.018,0.245,0.964
58090.6,-0.098,0.018,0.245,0.964
58090.24,-0.098,0.018,0.245,0.964
58090.43,-0.098,0.018,0.245,0.964
58090.61,-0.098,0.018,0.245,0.964
58090.79,-0.098,0.018,0.245,0.964
58090.97,-0.098,0.018,0.245,0.964
58091.16,-0.098,0.018,0.245,0.964
58091.34,-0.098,0.018,0.245,0.964
58091.52,-0.098,0.018,0.245,0.964
58091.7,-0.098,0.018,0.245,0.964
58091.88,-0.098,0.018,0.245,0.964
58092.7,-0.098,0.018,0.245,0.964
58092.25,-0.098,0.018,0.245,0.964
58092.43,-0.098,0.018,0.245,0.964
58092.61,-0.098,0.018,0.245,0.964
58092.8,-0.098,0.018,0.245,0.964
58092.98,-0.098,0.018,0.245,0.964
58093.16,-0.098,0.018,0.245,0.964
58093.34,-0.098,0.018,0.245,0.964
58093.52,-0.098,0.018,0.245,0.964
58093.71,-0.098,0.018,0.245,0.964
58093.89,-0.098,0.018,0.245,0.964
58094.7,-0.098,0.018,0.245,0.964
58094.25,-0.098,0.018,0.245,0.964
58094.44,-0.098,0.018,0.245,0.964
58094.62,-0.098,0.018,0.245,0.964
58094.8,-0.098,0.018,0.245,0.964
58094.98,-0.098,0.018,0.245,0.964
58095.17,-0.098,0.018,0.245,0.964
58095.35,-0.098,0.018,0.245,0.964
58095.53,-0.098,0.018,0.245,0.964
58095.71,-0.098,0.018,0.245,0.964
58095.89,-0.098,0.018,0.245,0.964
58096.8,-0.098,0.018,0.245,0.964
58096.26,-0.098,0.018,0.245,0.964
58096.44,-0.098,0.018,0.245,0.964
58096.62,-0.098,0.018,0.245,0.964
58096.81,-0.098,0.018,0.245,0.964
58096.99,-0.098,0.018,0.245,0.964
58097.17,-0.098,0.018,0.245,0.964
58097.35,-0.098,0.018,0.245,0.964
58097.53,-0.098,0.018,0.245,0.964
58097.72,-0.098,0.018,0.245,0.964
58097.9,-0.098,0.018,0.245,0.964
58098.8,-0.098,0.018,0.245,0.964
58098.26,-0.098,0.018,0.245,0.964
58098.45,-0.098,0.018,0.245,0.964
58098.63,-0.098,0.018,0.245,0.964
58098.81,-0.098,0.018,0.245,0.964
58098.99,-0.098,0.018,0.245,0.964
58099.17,-0.098,0.018,0.245,0.964
58100.63,-0.098,0.018,0.245,0.964
58100.81,-0.098,0.018,0.245,0.964
58101.0,-0.098,0.018,0.245,0.964
58101.18,-0.098,0.018,0.245,0.964
58101.36,-0.098,0.018,0.245,0.964
58101.54,-0.098,0.018,0.245,0.964
58101.73,-0.098,0.018,0.245,0.964
58101.91,-0.098,0.018,0.245,0.964
58102.9,-0.098,0.018,0.245,0.964
58102.27,-0.098,0.018,0.245,0.964
58102.46,-0.098,0.018,0.245,0.964
58102.64,-0.098,0.018,0.245,0.964
58102.82,-0.098,0.018,0.245,0.964
58103.0,-0.098,0.018,0.245,0.964
58103.18,-0.098,0.018,0.245,0.964
58103.37,-0.098,0.018,0.245,0.964
58103.55,-0.098,0.018,0.245,0.964
58103.73,-0.098,0.018,0.245,0.964
58103.91,-0.098,0.018,0.245,0.964
58104.1,-0.098,0.018,0.245,0.964
58104.28,-0.098,0.018,0.245,0.964
58104.46,-0.098,0.018,0.245,0.964
58104.64,-0.098,0.018,0.245,0.964
58105.1,-0.098,0.018,0.245,0.964
58105.19,-0.098,0.018,0.245,0.964
58105.37,-0.098,0.018,0.245,0.964
58105.55,-0.098,0.018,0.245,0.964
58105.74,-0.098,0.018,0.245,0.964
58105.92,-0.098,0.018,0.245,0.964
58106.1,-0.098,0.018,0.245,0.964
58106.28,-0.098,0.018,0.245,0.964
58106.46,-0.098,0.018,0.245,0.964
58106.65,-0.098,0.018,0.245,0.964
58106.83,-0.098,0.018,0.245,0.964
58107.1,-0.098,0.018,0.245,0.964
58107.19,-0.098,0.018,0.245,0.964
58107.38,-0.098,0.018,0.245,0.964
58107.56,-0.098,0.018,0.245,0.964
58107.74,-0.098,0.018,0.245,0.964
58107.92,-0.098,0.018,0.245,0.964
58108.1,-0.098,0.018,0.245,0.964
58108.29,-0.098,0.018,0.245,0.964
58108.47,-0.098,0.018,0.245,0.964
58108.65,-0.098,0.018,0.245,0.964
58108.83,-0.098,0.018,0.245,0.964
58109.2,-0.098,0.018,0.245,0.964
58109.2,-0.098,0.018,0.245,0.964
58109.38,-0.098,0.018,0.245,0.964
58109.56,-0.099,0.019,0.245,0.964
58109.74,-0.098,0.018,0.246,0.964
58109.93,-0.099,0.018,0.246,0.963
58110.11,-0.098,0.018,0.246,0.963
58110.29,-0.098,0.018,0.246,0.963
58110.47,-0.098,0.018,0.246,0.963
58110.66,-0.098,0.018,0.246,0.963
58110.84,-0.098,0.018,0.246,0.963
58111.2,-0.098,0.018,0.246,0.963
58111.2,-0.099,0.018,0.246,0.963
58111.39,-0.099,0.018,0.246,0.963
58111.57,-0.099,0.018,0.246,0.963
58111.75,-0.098,0.018,0.246,0.963
58111.93,-0.098,0.018,0.246,0.963
58112.11,-0.098,0.018,0.246,0.963
58112.3,-0.098,0.018,0.246,0.963
58112.48,-0.098,0.018,0.246,0.963
58112.66,-0.098,0.018,0.246,0.963
58112.84,-0.098,0.018,0.246,0.963
58113.3,-0.098,0.018,0.246,0.963
58113.21,-0.099,0.018,0.246,0.963
58113.39,-0.099,0.018,0.246,0.963
58113.57,-0.099,0.018,0.246,0.963
58113.75,-0.099,0.018,0.246,0.963
58113.94,-0.099,0.018,0.246,0.963
58114.12,-0.099,0.018,0.246,0.963
58114.3,-0.098,0.018,0.246,0.963
58114.48,-0.099,0.018,0.246,0.963
58114.67,-0.098,0.018,0.246,0.963
58114.85,-0.098,0.018,0.246,0.963
58115.3,-0.098,0.018,0.246,0.963
58115.21,-0.098,0.018,0.246,0.963
58115.39,-0.098,0.018,0.246,0.963
58115.58,-0.098,0.018,0.246,0.963
58115.76,-0.098,0.018,0.246,0.964
58115.94,-0.098,0.018,0.246,0.963
58116.12,-0.098,0.018,0.246,0.963
58116.31,-0.098,0.018,0.246,0.963
58116.49,-0.098,0.018,0.246,0.963
58116.67,-0.098,0.018,0.246,0.963
58116.85,-0.098,0.018,0.246,0.963
58117.3,-0.098,0.018,0.246,0.963
58117.22,-0.098,0.018,0.246,0.963
58117.4,-0.098,0.018,0.246,0.963
58117.58,-0.098,0.018,0.246,0.963
58117.76,-0.098,0.018,0.246,0.963
58117.95,-0.098,0.018,0.246,0.963
58118.13,-0.098,0.018,0.246,0.963
58118.31,-0.098,0.018,0.246,0.963
58118.49,-0.098,0.018,0.246,0.963
58118.68,-0.098,0.018,0.246,0.963
58118.86,-0.098,0.018,0.246,0.963
58119.4,-0.098,0.018,0.246,0.963
58119.22,-0.098,0.018,0.246,0.963
58119.4,-0.098,0.018,0.246,0.963
58119.59,-0.098,0.018,0.246,0.964
58119.77,-0.098,0.018,0.246,0.964
58119.95,-0.098,0.018,0.246,0.964
58120.13,-0.098,0.018,0.246,0.963
58128.7,-0.098,0.018,0.246,0.963
58128.88,-0.098,0.018,0.246,0.963
58129.6,-0.098,0.018,0.246,0.963
58129.24,-0.098,0.018,0.246,0.963
58129.43,-0.098,0.018,0.246,0.963
58129.61,-0.098,0.018,0.246,0.963
58129.79,-0.098,0.018,0.246,0.963
58129.97,-0.098,0.018,0.246,0.963
58130.16,-0.098,0.018,0.246,0.963
58130.34,-0.098,0.018,0.246,0.964
58130.52,-0.098,0.018,0.246,0.963
58140.91,-0.098,0.018,0.246,0.963
58141.9,-0.098,0.018,0.246,0.963
58141.27,-0.098,0.018,0.246,0.964
58141.45,-0.098,0.018,0.246,0.963
58141.64,-0.098,0.018,0.246,0.963
58141.82,-0.098,0.018,0.246,0.963
58142.0,-0.098,0.018,0.246,0.963
58142.18,-0.098,0.018,0.246,0.963
58142.37,-0.098,0.018,0.246,0.963
58142.55,-0.098,0.018,0.246,0.963
58142.73,-0.098,0.018,0.246,0.963
58142.91,-0.098,0.018,0.246,0.963
58143.82,-0.098,0.018,0.246,0.963
58144.1,-0.098,0.018,0.246,0.963
58144.19,-0.098,0.018,0.246,0.963
58144.37,-0.098,0.018,0.246,0.963
58144.55,-0.098,0.018,0.246,0.963
58144.73,-0.098,0.018,0.246,0.963
58144.92,-0.098,0.018,0.246,0.963
58145.1,-0.098,0.018,0.246,0.963
58145.28,-0.098,0.018,0.246,0.963
58145.46,-0.098,0.018,0.246,0.963
58145.65,-0.098,0.018,0.246,0.963
58145.83,-0.098,0.018,0.246,0.963
58146.1,-0.098,0.018,0.246,0.963
58147.65,-0.098,0.018,0.246,0.963
58147.83,-0.098,0.018,0.246,0.963
58148.1,-0.098,0.018,0.246,0.963
58148.2,-0.098,0.018,0.246,0.963
58148.38,-0.098,0.018,0.246,0.963
58148.56,-0.098,0.018,0.246,0.963
58148.74,-0.098,0.018,0.246,0.963
58148.92,-0.098,0.018,0.246,0.963
58149.11,-0.098,0.018,0.246,0.963
58149.29,-0.098,0.018,0.246,0.963
58149.47,-0.098,0.018,0.246,0.963
58149.65,-0.098,0.018,0.246,0.963
58150.2,-0.098,0.018,0.246,0.963
58150.38,-0.098,0.018,0.246,0.963
58150.57,-0.098,0.018,0.246,0.963
58150.75,-0.098,0.018,0.246,0.963
58150.93,-0.098,0.018,0.246,0.963
58151.11,-0.098,0.018,0.246,0.963
58151.29,-0.098,0.018,0.246,0.963
58151.48,-0.098,0.018,0.246,0.963
58151.66,-0.098,0.018,0.246,0.963
58151.84,-0.098,0.018,0.246,0.963
58152.2,-0.098,0.018,0.246,0.963
58152.21,-0.098,0.018,0.246,0.963
58152.39,-0.098,0.018,0.246,0.963
58152.57,-0.098,0.018,0.246,0.963
58152.75,-0.098,0.018,0.246,0.963
58152.93,-0.098,0.018,0.246,0.963
58153.12,-0.098,0.018,0.246,0.963
58153.3,-0.098,0.018,0.246,0.963
58153.48,-0.098,0.018,0.246,0.963
58153.66,-0.098,0.018,0.246,0.963
58153.85,-0.098,0.018,0.246,0.963
58154.3,-0.098,0.018,0.246,0.963
58154.21,-0.098,0.018,0.246,0.963
58154.39,-0.098,0.018,0.246,0.963
58154.57,-0.098,0.018,0.246,0.963
58154.76,-0.098,0.018,0.246,0.963
58154.94,-0.098,0.018,0.246,0.963
58155.12,-0.098,0.018,0.246,0.963
58155.3,-0.098,0.018,0.246,0.963
58155.49,-0.098,0.018,0.246,0.963
58155.67,-0.098,0.018,0.246,0.963
58155.85,-0.098,0.018,0.246,0.963
58156.3,-0.098,0.018,0.246,0.963
58157.49,-0.098,0.018,0.246,0.963
58157.67,-0.098,0.018,0.246,0.963
58157.85,-0.098,0.018,0.246,0.963
58158.4,-0.098,0.018,0.246,0.963
58158.22,-0.098,0.018,0.246,0.963
58158.4,-0.098,0.018,0.246,0.963
58158.58,-0.098,0.018,0.246,0.963
58158.77,-0.098,0.018,0.246,0.963
58158.95,-0.098,0.018,0.246,0.963
58159.13,-0.098,0.018,0.246,0.963
58159.31,-0.098,0.018,0.246,0.963
58159.49,-0.098,0.018,0.246,0.963
58168.24,-0.098,0.018,0.246,0.963
58168.42,-0.098,0.018,0.246,0.963
58168.61,-0.098,0.018,0.246,0.963
58168.79,-0.098,0.018,0.246,0.963
58168.97,-0.098,0.018,0.246,0.963
58169.15,-0.098,0.018,0.246,0.963
58169.33,-0.098,0.018,0.246,0.963
58169.52,-0.098,0.018,0.246,0.963
58169.7,-0.098,0.018,0.246,0.963
58169.88,-0.098,0.018,0.246,0.964
58170.6,-0.098,0.018,0.246,0.963
58170.24,-0.098,0.018,0.246,0.963
58170.43,-0.098,0.018,0.246,0.963
58178.44,-0.098,0.018,0.246,0.964
58178.63,-0.098,0.018,0.246,0.964
58178.81,-0.098,0.018,0.246,0.964
58178.99,-0.098,0.018,0.246,0.964
58179.17,-0.098,0.018,0.246,0.964
58179.36,-0.098,0.018,0.246,0.963
58179.54,-0.098,0.018,0.246,0.963
58179.72,-0.098,0.018,0.246,0.963
58179.9,-0.098,0.018,0.246,0.963
58180.8,-0.098,0.018,0.246,0.963
58180.27,-0.098,0.018,0.246,0.963
58186.46,-0.098,0.018,0.246,0.963
58186.65,-0.098,0.018,0.246,0.963
58186.83,-0.098,0.018,0.246,0.963
58187.1,-0.098,0.018,0.246,0.963
58187.19,-0.098,0.018,0.246,0.963
58187.37,-0.098,0.018,0.246,0.963
58187.56,-0.098,0.018,0.246,0.963
58187.74,-0.098,0.018,0.246,0.963
58187.92,-0.098,0.018,0.246,0.963
58188.1,-0.098,0.018,0.246,0.963
58188.29,-0.098,0.018,0.246,0.963
58197.4,-0.098,0.018,0.246,0.963
58197.58,-0.098,0.018,0.246,0.963
58197.76,-0.098,0.018,0.246,0.963
58197.94,-0.098,0.018,0.246,0.963
58198.13,-0.098,0.018,0.246,0.963
58198.31,-0.098,0.018,0.246,0.963
58198.49,-0.098,0.018,0.246,0.963
58198.67,-0.098,0.018,0.246,0.963
58198.85,-0.098,0.018,0.246,0.963
58199.4,-0.098,0.018,0.246,0.963
58199.22,-0.098,0.018,0.246,0.963
58208.15,-0.098,0.018,0.246,0.963
58208.33,-0.098,0.018,0.246,0.963
58208.51,-0.098,0.018,0.246,0.963
58208.7,-0.098,0.018,0.246,0.963
58208.88,-0.098,0.018,0.246,0.963
58209.6,-0.098,0.018,0.246,0.963
58209.24,-0.099,0.018,0.246,0.963
58209.42,-0.098,0.018,0.246,0.963
58209.61,-0.098,0.018,0.246,0.963
58209.79,-0.098,0.018,0.246,0.963
58209.97,-0.098,0.018,0.246,0.963
58210.15,-0.098,0.018,0.246,0.963
58210.34,-0.098,0.018,0.246,0.963
58210.52,-0.098,0.018,0.246,0.963
58210.7,-0.098,0.018,0.246,0.963
58210.88,-0.098,0.018,0.246,0.963
58211.7,-0.098,0.018,0.246,0.963
58211.25,-0.098,0.018,0.246,0.963
58211.43,-0.098,0.018,0.246,0.963
58211.61,-0.098,0.018,0.246,0.963
58211.79,-0.098,0.018,0.246,0.963
58211.98,-0.098,0.018,0.246,0.963
58217.81,-0.098,0.018,0.246,0.963
58217.99,-0.098,0.018,0.246,0.963
58218.17,-0.098,0.018,0.246,0.963
58218.35,-0.098,0.018,0.246,0.963
58218.54,-0.098,0.018,0.246,0.963
58218.72,-0.098,0.018,0.246,0.963
58218.9,-0.098,0.018,0.246,0.963
58219.8,-0.098,0.018,0.246,0.963
58219.27,-0.098,0.018,0.246,0.963
58219.45,-0.098,0.018,0.246,0.963
58219.63,-0.098,0.018,0.246,0.963
58219.81,-0.098,0.018,0.246,0.963
58225.46,-0.098,0.018,0.246,0.963
58225.65,-0.099,0.018,0.246,0.963
58225.83,-0.098,0.018,0.246,0.963
58226.1,-0.099,0.018,0.246,0.963
58226.19,-0.099,0.018,0.246,0.963
58226.37,-0.099,0.018,0.246,0.963
58226.56,-0.099,0.018,0.246,0.963
58226.74,-0.099,0.018,0.246,0.963
58226.92,-0.1,0.017,0.246,0.963
58227.1,-0.101,0.017,0.246,0.963
58227.29,-0.101,0.017,0.246,0.963
58227.47,-0.101,0.017,0.246,0.963
58230.93,-0.099,0.018,0.246,0.963
58231.11,-0.098,0.018,0.246,0.963
58231.3,-0.098,0.018,0.246,0.963
58231.48,-0.098,0.018,0.246,0.963
58231.66,-0.098,0.018,0.246,0.963
58231.84,-0.098,0.018,0.246,0.963
58232.2,-0.097,0.018,0.246,0.963
58232.21,-0.097,0.018,0.246,0.963
58232.39,-0.097,0.018,0.246,0.963
58232.57,-0.097,0.018,0.246,0.963
58232.75,-0.097,0.018,0.246,0.963
58232.94,-0.097,0.018,0.246,0.963
58233.12,-0.097,0.018,0.246,0.963
58233.3,-0.097,0.018,0.246,0.963
58233.48,-0.097,0.018,0.246,0.963
58233.67,-0.097,0.018,0.246,0.963
58233.85,-0.097,0.018,0.246,0.963
58234.3,-0.097,0.018,0.246,0.963
58234.21,-0.097,0.018,0.246,0.963
58234.39,-0.097,0.018,0.246,0.963
58234.58,-0.097,0.018,0.246,0.963
58234.76,-0.097,0.018,0.246,0.963
58234.94,-0.098,0.018,0.246,0.963
58235.12,-0.098,0.018,0.246,0.963
58235.31,-0.098,0.018,0.246,0.963
58235.49,-0.098,0.018,0.246,0.963
58235.67,-0.097,0.018,0.246,0.963
58235.85,-0.098,0.018,0.246,0.963
58236.3,-0.097,0.018,0.246,0.963
58236.22,-0.097,0.018,0.246,0.963
58236.4,-0.097,0.018,0.246,0.963
58236.58,-0.097,0.018,0.246,0.963
58236.76,-0.097,0.018,0.246,0.963
58236.95,-0.098,0.018,0.246,0.963
58237.13,-0.098,0.018,0.246,0.963
58237.31,-0.098,0.018,0.246,0.963
58237.49,-0.098,0.018,0.246,0.963
58237.68,-0.098,0.018,0.246,0.963
58237.86,-0.098,0.018,0.246,0.963
58238.4,-0.098,0.018,0.246,0.963
58238.22,-0.098,0.018,0.246,0.963
58238.4,-0.098,0.018,0.246,0.963
58238.59,-0.098,0.018,0.246,0.963
58238.77,-0.098,0.018,0.246,0.963
58238.95,-0.098,0.018,0.246,0.963
58239.13,-0.098,0.018,0.246,0.963
58239.32,-0.098,0.018,0.246,0.963
58239.5,-0.098,0.018,0.246,0.963
